"","location","start.date","stratum","start.depth_m","end.depth_m","taxon.code","species.name","subsample.volume_mL","cell.count","correction.factor","cell.length_um","cell.width_um","cell.volume_um3","cell.density_cells.L","biomass_mg.m3","stratum.volume"
"379","227",2013-09-10,"EPI","0.00","2.50","P2255","Selenastrum copricornutum Printz","2","3163","39683","12.00","1.70","18.20","125517329","2,284.42",NA
"380","227",2013-09-10,"EPI","0.00","2.50","P4351","Small chrysophyceae","2","11","39683","3.00","3.00","14.10","436513","6.15",NA
"381","227",2013-09-10,"EPI","0.00","2.50","P4355","Chrysochromulina parva Lackey","2","21","39683","5.00","5.00","65.40","833343","54.50",NA
"382","227",2013-09-10,"EPI","0.00","2.50","P4418","Salpingoeca frequentissima (Zach.) Lemmermann","2","1","39683","5.60","3.00","26.40","39683","1.05",NA
"383","227",2013-09-10,"EPI","0.00","2.50","P5550","Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot","2","3","39683","29.00","4.00","121.50","119049","14.46",NA
"384","227",2013-09-10,"EPI","0.00","2.50","P6558","Cryptomonas erosa Ehrenberg","2","12","1000","24.00","14.00","1642.00","12000","19.70",NA
"385","227",2013-09-10,"EPI","0.00","2.50","P6559","Cryptomonas ovata Ehrenberg","2","4","1000","34.00","16.00","3038.30","4000","12.15",NA
"386","227",2013-09-10,"EPI","0.00","2.50","P6565","Cryptomonas rostratiformis Skuja","2","2","1000","30.00","14.00","2052.50","2000","4.11",NA
"387","227",2013-09-10,"EPI","0.00","2.50","P6568","Katablepharis ovalis Skuja","2","3","39683","8.60","4.00","51.60","119049","6.14",NA
"388","227",2013-09-10,"EPI","0.00","2.50","P7632","Gymnodinium sp.","2","43","1000","29.60","29.60","13579.20","43000","583.91",NA
"389","227",2013-09-10,"EPI","0.00","2.50","P7639","Peridinium pusillum (Penard) Lemmermann","2","21","1000","18.00","16.00","2412.70","21000","50.67",NA
"390","227",2013-09-10,"EPI","0.00","2.50","P7641","Peridinium aciculiferum Lemmermann","2","2","1000","31.00","24.00","9349.40","2000","18.70",NA
"391","227",2013-09-10,"META","2.50","4.00","P1052","Limnothrix redekei (Van Goor) Meffert","2","27","39683","179.00","2.00","562.30","1071441","602.47",NA
"392","227",2013-09-10,"META","2.50","4.00","P1054","Planktolyngbya limnetica","2","123","39683","216.00","2.00","678.60","4881009","3,312.25",NA
"393","227",2013-09-10,"META","2.50","4.00","P1072","Heterocysts","2","21","39683","6.00","3.00","28.30","833343","23.58",NA
"394","227",2013-09-10,"META","2.50","4.00","P1074","Aphanizomenon schindlerii Kling, Findlay and Komarek","2","528","39683","5.90","3.00","27.80","20952624","582.48",NA
"395","227",2013-09-10,"META","2.50","4.00","P1088","Anabaena solitaria Klebs","2","480","39683","7.50","7.50","220.90","19047840","4,207.67",NA
"396","227",2013-09-10,"META","2.50","4.00","P1215","Heterocycts (Anabaena solitaria)","2","33","39683","7.50","7.50","220.90","1309539","289.28",NA
"397","227",2013-09-10,"META","2.50","4.00","P2100","Pyramidomonas tetrarhynchus Schmarda","2","10","1000","14.50","12.00","546.60","10000","5.47",NA
"398","227",2013-09-10,"META","2.50","4.00","P2105","Chlamydomonas spp.","2","4","39683","8.00","4.00","67.00","158732","10.64",NA
"399","227",2013-09-10,"META","2.50","4.00","P2107","Chlorogonium maximum Skuja","2","1","1000","91.00","8.00","4574.20","1000","4.57",NA
"400","227",2013-09-10,"META","2.50","4.00","P2113","Pediastrum duplex Meyen","2","6","39683","4.00","4.00","11.20","238098","2.67",NA
"401","227",2013-09-10,"META","2.50","4.00","P2121","Oocystis lacustris Chodat","2","5","39683","6.00","3.30","34.20","198415","6.79",NA
"402","227",2013-09-10,"META","2.50","4.00","P2126","Chodatella sp.","2","1","39683","5.30","5.30","78.00","39683","3.10",NA
"403","227",2013-09-10,"META","2.50","4.00","P2130","Scenedesmus quadricauda (Turp.) Brebisson","2","4","39683","9.00","4.00","50.30","158732","7.98",NA
"404","227",2013-09-10,"META","2.50","4.00","P2132","Scenedesmus denticulatus Lagerhiem","2","6","39683","9.30","5.00","81.20","238098","19.33",NA
"405","227",2013-09-10,"META","2.50","4.00","P2136","Dictyosphaerium pulchellum Wood","2","444","39683","6.00","6.00","113.10","17619252","1,992.74",NA
"406","227",2013-09-10,"META","2.50","4.00","P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova","2","19","39683","22.00","1.50","19.40","753977","14.63",NA
"407","227",2013-09-10,"META","2.50","4.00","P2160","Ankistrodesmus falcatus (Corda) Ralfs","2","14","39683","36.00","2.40","81.40","555562","45.22",NA
"408","227",2013-09-10,"META","2.50","4.00","P2199","Spondylosium planum (Wolle) W. and G.S. West","2","6","39683","6.00","6.00","37.70","238098","8.98",NA
"409","227",2013-09-10,"META","2.50","4.00","P2235","Ankistrodesmus spiralis Lemmermann","2","35","39683","31.00","2.00","48.70","1388905","67.64",NA
"410","227",2013-09-10,"META","2.50","4.00","P2255","Selenastrum copricornutum Printz","2","2398","39683","12.00","1.70","18.20","95159834","1,731.91",NA
"411","227",2013-09-10,"META","2.50","4.00","P3305","Trachelomonas volvocina Ehrenberg","2","5","1000","18.00","18.00","2035.80","5000","10.18",NA
"412","227",2013-09-10,"META","2.50","4.00","P4351","Small chrysophyceae","2","13","39683","3.00","3.00","14.10","515879","7.27",NA
"413","227",2013-09-10,"META","2.50","4.00","P4355","Chrysochromulina parva Lackey","2","11","39683","5.00","5.00","65.40","436513","28.55",NA
"414","227",2013-09-10,"META","2.50","4.00","P4418","Salpingoeca frequentissima (Zach.) Lemmermann","2","3","39683","6.00","3.00","28.30","119049","3.37",NA
"415","227",2013-09-10,"META","2.50","4.00","P5550","Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot","2","3","39683","31.00","4.00","129.90","119049","15.46",NA
"416","227",2013-09-10,"META","2.50","4.00","P6558","Cryptomonas erosa Ehrenberg","2","33","1000","24.30","14.00","1662.50","33000","54.86",NA
"417","227",2013-09-10,"META","2.50","4.00","P6559","Cryptomonas ovata Ehrenberg","2","22","1000","36.00","16.00","3217.00","22000","70.77",NA
"418","227",2013-09-10,"META","2.50","4.00","P6568","Katablepharis ovalis Skuja","2","8","39683","8.60","4.00","51.60","317464","16.38",NA
"419","227",2013-09-10,"META","2.50","4.00","P7632","Gymnodinium sp.","2","185","1000","30.00","30.00","14137.20","185000","2,615.38",NA
"420","227",2013-09-10,"META","2.50","4.00","P7639","Peridinium pusillum (Penard) Lemmermann","2","13","1000","18.00","16.00","2412.70","13000","31.37",NA
"421","227",2013-09-10,"META","2.50","4.00","P7641","Peridinium aciculiferum Lemmermann","2","6","1000","30.00","24.00","9047.80","6000","54.29",NA
"422","227",2013-10-08,"EPI","0.00","4.00","P1052","Limnothrix redekei (Van Goor) Meffert","2","16","39683","200.00","2.00","628.30","634928","398.93",NA
"423","227",2013-10-08,"EPI","0.00","4.00","P1072","Heterocysts","2","25","39683","6.00","3.00","28.30","992075","28.08",NA
"424","227",2013-10-08,"EPI","0.00","4.00","P1074","Aphanizomenon schindlerii Kling, Findlay and Komarek","2","693","39683","5.60","3.00","26.40","27500319","726.01",NA
"425","227",2013-10-08,"EPI","0.00","4.00","P1088","Anabaena solitaria Klebs","2","462","39683","7.50","7.50","220.90","18333546","4,049.88",NA
"426","227",2013-10-08,"EPI","0.00","4.00","P1215","Heterocycts (Anabaena solitaria)","2","20","39683","7.90","7.90","258.20","793660","204.92",NA
"427","227",2013-10-08,"EPI","0.00","4.00","P2100","Pyramidomonas tetrarhynchus Schmarda","2","1","1000","14.00","12.00","527.80","1000","0.53",NA
"428","227",2013-10-08,"EPI","0.00","4.00","P2105","Chlamydomonas spp.","2","17","39683","10.00","5.00","130.90","674611","88.31",NA
"429","227",2013-10-08,"EPI","0.00","4.00","P2121","Oocystis lacustris Chodat","2","2","39683","6.00","4.00","50.30","79366","3.99",NA
"430","227",2013-10-08,"EPI","0.00","4.00","P2130","Scenedesmus quadricauda (Turp.) Brebisson","2","10","39683","9.10","4.00","50.80","396830","20.16",NA
"431","227",2013-10-08,"EPI","0.00","4.00","P2132","Scenedesmus denticulatus Lagerhiem","2","26","39683","9.60","5.00","83.80","1031758","86.46",NA
"432","227",2013-10-08,"EPI","0.00","4.00","P2138","Monoraphidium komarkovae (Nyg.) Komarkova-Legnerova","2","47","39683","81.00","1.80","137.40","1865101","256.26",NA
"433","227",2013-10-08,"EPI","0.00","4.00","P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova","2","8","39683","19.20","1.50","17.00","317464","5.40",NA
"434","227",2013-10-08,"EPI","0.00","4.00","P2146","Crucigeniella rectangularis (Nag.) Komarek","2","12","39683","6.00","4.00","25.10","476196","11.95",NA
"435","227",2013-10-08,"EPI","0.00","4.00","P2193","Staurodesmus paradoxum Meyen","2","1","39683","14.00","12.00","410.50","39683","16.29",NA
"436","227",2013-10-08,"EPI","0.00","4.00","P2199","Spondylosium planum (Wolle) W. and G.S. West","2","9","39683","6.00","6.00","37.70","357147","13.46",NA
"437","227",2013-10-08,"EPI","0.00","4.00","P2235","Ankistrodesmus spiralis Lemmermann","2","5","39683","26.00","2.00","40.80","198415","8.10",NA
"438","227",2013-10-08,"EPI","0.00","4.00","P4351","Small chrysophyceae","2","13","39683","3.00","3.00","14.10","515879","7.27",NA
"439","227",2013-10-08,"EPI","0.00","4.00","P4352","Large chrysophyceae","2","1","39683","9.00","9.00","381.70","39683","15.15",NA
"440","227",2013-10-08,"EPI","0.00","4.00","P4355","Chrysochromulina parva Lackey","2","21","39683","5.00","5.00","65.40","833343","54.50",NA
"441","227",2013-10-08,"EPI","0.00","4.00","P4383","Dinobryon bavaricum Imhof","2","7","1000","0.00","0.00","3390.00","7000","23.73",NA
"442","227",2013-10-08,"EPI","0.00","4.00","P4418","Salpingoeca frequentissima (Zach.) Lemmermann","2","12","39683","6.00","3.20","32.20","476196","15.33",NA
"443","227",2013-10-08,"EPI","0.00","4.00","P5511","Rhizosolenia eriense H.L. Smith","2","3","39683","12.00","3.00","84.80","119049","10.10",NA
"444","227",2013-10-08,"EPI","0.00","4.00","P5550","Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot","2","11","39683","39.00","4.00","163.40","436513","71.33",NA
"445","227",2013-10-08,"EPI","0.00","4.00","P6557","Cryptomonas pusilla Bachmann","2","1","39683","16.00","8.00","357.40","39683","14.18",NA
"446","227",2013-10-08,"EPI","0.00","4.00","P6558","Cryptomonas erosa Ehrenberg","2","27","1000","23.00","14.00","1573.60","27000","42.49",NA
"447","227",2013-10-08,"EPI","0.00","4.00","P6559","Cryptomonas ovata Ehrenberg","2","19","1000","40.00","18.00","4523.90","19000","85.95",NA
"448","227",2013-10-08,"EPI","0.00","4.00","P6568","Katablepharis ovalis Skuja","2","2","39683","8.30","4.00","48.10","79366","3.82",NA
"449","227",2013-10-08,"EPI","0.00","4.00","P7632","Gymnodinium sp.","2","58","1000","31.00","31.00","15598.50","58000","904.71",NA
"450","227",2013-10-08,"EPI","0.00","4.00","P7639","Peridinium pusillum (Penard) Lemmermann","2","12","1000","18.00","18.00","3053.60","12000","36.64",NA
"451","227",2013-10-08,"EPI","0.00","4.00","P7641","Peridinium aciculiferum Lemmermann","2","10","1000","30.00","24.00","9047.80","10000","90.48",NA
"452","227",2014-06-10,"EPI","0.00","1.00","P1052","Limnothrix redekei (Van Goor) Meffert","2","11","39683","163.00","2.00","512.10","436513","223.54",NA
"453","227",2014-06-10,"EPI","0.00","1.00","P1072","Heterocysts","2","2","1000","6.00","3.00","28.30","2000","0.06",NA
"454","227",2014-06-10,"EPI","0.00","1.00","P1074","Aphanizomenon schindlerii Kling, Findlay and Komarek","2","96","1000","5.60","3.00","26.40","96000","2.53",NA
"455","227",2014-06-10,"EPI","0.00","1.00","P2105","Chlamydomonas spp.","2","2","39683","6.60","4.00","55.30","79366","4.39",NA
"456","227",2014-06-10,"EPI","0.00","1.00","P2115","Pediastrum tetras (Ehrenberg) Ralfs","2","8","39683","3.00","3.00","4.70","317464","1.49",NA
"457","227",2014-06-10,"EPI","0.00","1.00","P2121","Oocystis lacustris Chodat","2","1","39683","6.00","4.00","50.30","39683","2.00",NA
"458","227",2014-06-10,"EPI","0.00","1.00","P2126","Chodatella sp.","2","1","39683","6.00","4.00","50.30","39683","2.00",NA
"459","227",2014-06-10,"EPI","0.00","1.00","P2132","Scenedesmus denticulatus Lagerhiem","2","4","39683","8.30","4.00","46.40","158732","7.37",NA
"460","227",2014-06-10,"EPI","0.00","1.00","P2136","Dictyosphaerium pulchellum Wood","2","117","39683","5.90","5.90","107.50","4642911","499.11",NA
"461","227",2014-06-10,"EPI","0.00","1.00","P2138","Monoraphidium komarkovae (Nyg.) Komarkova-Legnerova","2","2","39683","46.00","1.80","78.00","79366","6.19",NA
"462","227",2014-06-10,"EPI","0.00","1.00","P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova","2","5","39683","21.00","1.50","18.60","198415","3.69",NA
"463","227",2014-06-10,"EPI","0.00","1.00","P2157","Kichnerella lunaris (Kirchn.) Moeb.","2","25","39683","7.00","2.40","15.80","992075","15.67",NA
"464","227",2014-06-10,"EPI","0.00","1.00","P2199","Spondylosium planum (Wolle) W. and G.S. West","2","3","39683","6.00","6.00","37.70","119049","4.49",NA
"465","227",2014-06-10,"EPI","0.00","1.00","P2235","Ankistrodesmus spiralis Lemmermann","2","4","39683","26.00","2.00","40.80","158732","6.48",NA
"466","227",2014-06-10,"EPI","0.00","1.00","P4351","Small chrysophyceae","2","15","39683","2.90","2.90","12.80","595245","7.62",NA
"467","227",2014-06-10,"EPI","0.00","1.00","P4355","Chrysochromulina parva Lackey","2","77","39683","5.00","5.00","65.40","3055591","199.84",NA
"468","227",2014-06-10,"EPI","0.00","1.00","P4358","Chrysostephanospaera globulifera Scherffel","2","3","39683","10.50","10.50","606.10","119049","72.16",NA
"469","227",2014-06-10,"EPI","0.00","1.00","P4362","Kephyrion sp.","2","2","39683","3.60","3.60","24.40","79366","1.94",NA
"470","227",2014-06-10,"EPI","0.00","1.00","P4363","Spinifiromonas sirratus***************","2","5","39683","5.60","5.60","92.00","198415","18.25",NA
"471","227",2014-06-10,"EPI","0.00","1.00","P4388","Dinobryon sertularia Ehrenberg","2","6","39683","12.60","6.00","237.50","238098","56.55",NA
"472","227",2014-06-10,"EPI","0.00","1.00","P4411","Bitrichia chodatii (Reverdin) Chodat","2","1","39683","6.00","3.30","34.20","39683","1.36",NA
"473","227",2014-06-10,"EPI","0.00","1.00","P4418","Salpingoeca frequentissima (Zach.) Lemmermann","2","7","39683","5.90","4.00","49.40","277781","13.72",NA
"474","227",2014-06-10,"EPI","0.00","1.00","P5511","Rhizosolenia eriense H.L. Smith","2","61","39683","11.00","3.00","77.80","2420663","188.33",NA
"475","227",2014-06-10,"EPI","0.00","1.00","P5550","Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot","2","12","39683","41.00","4.00","171.70","476196","81.76",NA
"476","227",2014-06-10,"EPI","0.00","1.00","P6558","Cryptomonas erosa Ehrenberg","2","5","1000","23.60","14.00","1614.60","5000","8.07",NA
"477","227",2014-06-10,"EPI","0.00","1.00","P6568","Katablepharis ovalis Skuja","2","4","39683","9.00","4.30","60.80","158732","9.65",NA
"478","227",2014-06-10,"EPI","0.00","1.00","P7632","Gymnodinium sp.","2","29","1000","27.00","27.00","10306.00","29000","298.87",NA
"479","227",2014-06-10,"EPI","0.00","1.00","P7635","Peridinium willei Huitfeldt-Kaas","2","1","1000","36.00","36.00","24429.00","1000","24.43",NA
"480","227",2014-06-10,"EPI","0.00","1.00","P7639","Peridinium pusillum (Penard) Lemmermann","100","60","100","16.30","15.00","1920.30","6000","11.52",NA
"481","227",2014-06-10,"EPI","0.00","1.00","P7641","Peridinium aciculiferum Lemmermann","2","1","1000","32.00","24.00","9651.00","1000","9.65",NA
"482","227",2014-06-23,"EPI","0.00","1.00","P1072","Heterocysts","2","6","1000","6.00","3.00","28.30","6000","0.17",NA
"483","227",2014-06-23,"EPI","0.00","1.00","P1074","Aphanizomenon schindlerii Kling, Findlay and Komarek","2","132","1000","5.50","3.00","25.90","132000","3.42",NA
"484","227",2014-06-23,"EPI","0.00","1.00","P2105","Chlamydomonas spp.","2","1","39683","10.00","6.00","188.50","39683","7.48",NA
"485","227",2014-06-23,"EPI","0.00","1.00","P2115","Pediastrum tetras (Ehrenberg) Ralfs","2","18","39683","3.00","3.00","4.70","714294","3.36",NA
"486","227",2014-06-23,"EPI","0.00","1.00","P2126","Chodatella sp.","2","7","1000","6.40","3.30","36.50","7000","0.26",NA
"487","227",2014-06-23,"EPI","0.00","1.00","P2130","Scenedesmus quadricauda (Turp.) Brebisson","2","4","39683","7.20","4.00","40.20","158732","6.38",NA
"488","227",2014-06-23,"EPI","0.00","1.00","P2132","Scenedesmus denticulatus Lagerhiem","2","6","39683","10.00","6.00","125.70","238098","29.93",NA
"489","227",2014-06-23,"EPI","0.00","1.00","P2136","Dictyosphaerium pulchellum Wood","2","53","39683","6.00","6.00","113.10","2103199","237.87",NA
"490","227",2014-06-23,"EPI","0.00","1.00","P2138","Monoraphidium komarkovae (Nyg.) Komarkova-Legnerova","2","9","39683","46.00","3.30","262.30","357147","93.68",NA
"491","227",2014-06-23,"EPI","0.00","1.00","P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova","2","6","39683","19.10","1.50","16.90","238098","4.02",NA
"492","227",2014-06-23,"EPI","0.00","1.00","P2143","Monoraphidium minutum (Nag.) Komarkova-Legnerova","2","12","39683","11.00","4.00","69.10","476196","32.91",NA
"493","227",2014-06-23,"EPI","0.00","1.00","P2157","Kichnerella lunaris (Kirchn.) Moeb.","2","7","39683","7.00","4.00","44.00","277781","12.22",NA
"494","227",2014-06-23,"EPI","0.00","1.00","P2185","Micrasterias  sp.","2","1","1000","18.00","18.00","1017.90","1000","1.02",NA
"495","227",2014-06-23,"EPI","0.00","1.00","P2199","Spondylosium planum (Wolle) W. and G.S. West","2","5","39683","6.00","6.00","37.70","198415","7.48",NA
"496","227",2014-06-23,"EPI","0.00","1.00","P2222","Treubaria sp.","2","1","39683","3.00","3.00","14.10","39683","0.56",NA
"497","227",2014-06-23,"EPI","0.00","1.00","P4351","Small chrysophyceae","2","12","39683","2.90","2.90","12.80","476196","6.10",NA
"498","227",2014-06-23,"EPI","0.00","1.00","P4355","Chrysochromulina parva Lackey","2","119","39683","5.00","5.00","65.40","4722277","308.84",NA
"499","227",2014-06-23,"EPI","0.00","1.00","P4358","Chrysostephanospaera globulifera Scherffel","2","3","39683","6.60","6.60","150.50","119049","17.92",NA
"500","227",2014-06-23,"EPI","0.00","1.00","P4362","Kephyrion sp.","2","1","39683","4.20","4.20","38.80","39683","1.54",NA
"501","227",2014-06-23,"EPI","0.00","1.00","P4363","Spinifiromonas sirratus***************","2","1","39683","6.50","6.50","143.80","39683","5.71",NA
"502","227",2014-06-23,"EPI","0.00","1.00","P4411","Bitrichia chodatii (Reverdin) Chodat","2","3","39683","5.60","3.00","26.40","119049","3.14",NA
"503","227",2014-06-23,"EPI","0.00","1.00","P4418","Salpingoeca frequentissima (Zach.) Lemmermann","2","8","39683","6.30","4.00","52.80","317464","16.76",NA
"504","227",2014-06-23,"EPI","0.00","1.00","P5511","Rhizosolenia eriense H.L. Smith","2","32","39683","11.00","3.00","77.80","1269856","98.79",NA
"505","227",2014-06-23,"EPI","0.00","1.00","P5550","Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot","2","28","39683","41.00","4.00","171.70","1111124","190.78",NA
"506","227",2014-06-23,"EPI","0.00","1.00","P6558","Cryptomonas erosa Ehrenberg","2","14","1000","24.20","14.00","1655.70","14000","23.18",NA
"507","227",2014-06-23,"EPI","0.00","1.00","P6565","Cryptomonas rostratiformis Skuja","2","1","1000","29.00","14.00","1984.10","1000","1.98",NA
"508","227",2014-06-23,"EPI","0.00","1.00","P7632","Gymnodinium sp.","2","8","1000","24.30","24.30","7513.10","8000","60.10",NA
"509","227",2014-06-23,"EPI","0.00","1.00","P7639","Peridinium pusillum (Penard) Lemmermann","2","7","1000","16.90","15.00","1991.00","7000","13.94",NA
"510","227",2014-06-23,"EPI","0.00","1.00","P7641","Peridinium aciculiferum Lemmermann","2","1","1000","30.00","24.00","9047.80","1000","9.05",NA
"511","227",2014-06-23,"META","1.00","4.00","P1052","Limnothrix redekei (Van Goor) Meffert","2","4","39683","200.00","2.00","628.30","158732","99.73",NA
"512","227",2014-06-23,"META","1.00","4.00","P1072","Heterocysts","2","6","1000","6.00","3.00","28.30","6000","0.17",NA
"513","227",2014-06-23,"META","1.00","4.00","P1074","Aphanizomenon schindlerii Kling, Findlay and Komarek","2","169","1000","5.60","3.00","26.40","169000","4.46",NA
"514","227",2014-06-23,"META","1.00","4.00","P2105","Chlamydomonas spp.","2","3","39683","10.00","6.00","188.50","119049","22.44",NA
"515","227",2014-06-23,"META","1.00","4.00","P2107","Chlorogonium maximum Skuja","2","159","1000","88.00","6.00","2488.10","159000","395.61",NA
"516","227",2014-06-23,"META","1.00","4.00","P2126","Chodatella sp.","2","1","39683","6.10","3.30","34.80","39683","1.38",NA
"517","227",2014-06-23,"META","1.00","4.00","P2130","Scenedesmus quadricauda (Turp.) Brebisson","2","4","39683","7.00","4.00","39.10","158732","6.21",NA
"518","227",2014-06-23,"META","1.00","4.00","P2132","Scenedesmus denticulatus Lagerhiem","2","7","39683","11.00","6.00","138.20","277781","38.39",NA
"519","227",2014-06-23,"META","1.00","4.00","P2136","Dictyosphaerium pulchellum Wood","2","102","39683","6.00","6.00","113.10","4047666","457.79",NA
"520","227",2014-06-23,"META","1.00","4.00","P2138","Monoraphidium komarkovae (Nyg.) Komarkova-Legnerova","2","1","39683","46.00","1.80","78.00","39683","3.10",NA
"521","227",2014-06-23,"META","1.00","4.00","P2146","Crucigeniella rectangularis (Nag.) Komarek","2","4","39683","6.00","4.00","25.10","158732","3.98",NA
"522","227",2014-06-23,"META","1.00","4.00","P2157","Kichnerella lunaris (Kirchn.) Moeb.","2","7","39683","7.00","2.20","13.30","277781","3.69",NA
"523","227",2014-06-23,"META","1.00","4.00","P2199","Spondylosium planum (Wolle) W. and G.S. West","2","4","39683","6.00","6.00","37.70","158732","5.98",NA
"524","227",2014-06-23,"META","1.00","4.00","P2235","Ankistrodesmus spiralis Lemmermann","2","20","39683","26.00","2.10","45.00","793660","35.71",NA
"525","227",2014-06-23,"META","1.00","4.00","P3301","Euglena acus Ehrenberg","2","1","1000","96.00","12.00","7238.20","1000","7.24",NA
"526","227",2014-06-23,"META","1.00","4.00","P4351","Small chrysophyceae","2","7","39683","3.00","3.00","14.10","277781","3.92",NA
"527","227",2014-06-23,"META","1.00","4.00","P4355","Chrysochromulina parva Lackey","2","138","39683","5.00","5.00","65.40","5476254","358.15",NA
"528","227",2014-06-23,"META","1.00","4.00","P4358","Chrysostephanospaera globulifera Scherffel","2","5","39683","10.50","10.50","606.10","198415","120.26",NA
"529","227",2014-06-23,"META","1.00","4.00","P4363","Spinifiromonas sirratus***************","2","2","39683","6.30","6.30","130.90","79366","10.39",NA
"530","227",2014-06-23,"META","1.00","4.00","P4388","Dinobryon sertularia Ehrenberg","2","12","39683","12.00","6.00","226.20","476196","107.72",NA
"531","227",2014-06-23,"META","1.00","4.00","P4411","Bitrichia chodatii (Reverdin) Chodat","2","1","39683","6.00","4.00","50.30","39683","2.00",NA
"532","227",2014-06-23,"META","1.00","4.00","P4418","Salpingoeca frequentissima (Zach.) Lemmermann","2","9","39683","6.00","4.00","50.30","357147","17.96",NA
"533","227",2014-06-23,"META","1.00","4.00","P5507","Cyclotella stelligera Cleve and Grunow","2","1","1000","9.30","18.60","1263.50","1000","1.26",NA
"534","227",2014-06-23,"META","1.00","4.00","P5511","Rhizosolenia eriense H.L. Smith","2","30","39683","9.00","3.00","63.60","1190490","75.72",NA
"535","227",2014-06-23,"META","1.00","4.00","P5550","Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot","2","11","39683","36.00","4.00","150.80","436513","65.83",NA
"536","227",2014-06-23,"META","1.00","4.00","P6554","Rhodomonas minuta Skuja","2","2","39683","12.00","6.00","150.80","79366","11.97",NA
"537","227",2014-06-23,"META","1.00","4.00","P6558","Cryptomonas erosa Ehrenberg","2","118","1000","24.20","14.00","1655.70","118000","195.37",NA
"538","227",2014-06-23,"META","1.00","4.00","P6559","Cryptomonas ovata Ehrenberg","2","3","1000","40.00","18.00","4523.90","3000","13.57",NA
"539","227",2014-06-23,"META","1.00","4.00","P6565","Cryptomonas rostratiformis Skuja","2","3","1000","22.00","12.00","1105.80","3000","3.32",NA
"540","227",2014-06-23,"META","1.00","4.00","P6568","Katablepharis ovalis Skuja","2","3","39683","8.90","4.20","58.10","119049","6.92",NA
"541","227",2014-06-23,"META","1.00","4.00","P7632","Gymnodinium sp.","2","1","39683","11.00","8.00","368.60","39683","14.63",NA
"542","227",2014-06-23,"META","1.00","4.00","P7632","Gymnodinium sp.","2","6","1000","31.00","31.00","15598.50","6000","93.59",NA
"543","227",2014-06-23,"META","1.00","4.00","P7639","Peridinium pusillum (Penard) Lemmermann","2","18","1000","17.20","16.00","2305.50","18000","41.50",NA
"544","227",2014-06-23,"META","1.00","4.00","P7641","Peridinium aciculiferum Lemmermann","2","6","1000","30.00","24.00","9047.80","6000","54.29",NA
"545","227",2014-07-09,"EPI","0.00","2.00","P1043","Aphanizomenon gracile (Lemmermann) Lemmermann","2","1211","39683","6.20","4.00","51.90","48056113","2494.11",NA
"546","227",2014-07-09,"EPI","0.00","2.00","P1052","Limnothrix redekei (Van Goor) Meffert","2","12","39683","175.00","2.00","549.80","476196","261.81",NA
"547","227",2014-07-09,"EPI","0.00","2.00","P1072","Heterocysts","2","303","39683","6.00","3.00","28.30","12023949","340.28",NA
"548","227",2014-07-09,"EPI","0.00","2.00","P1072","Heterocysts","2","79","39683","6.50","6.50","143.80","3134957","450.81",NA
"549","227",2014-07-09,"EPI","0.00","2.00","P1074","Aphanizomenon schindlerii Kling, Findlay and Komarek","2","7194","39683","5.60","3.00","26.40","285479502","7536.66",NA
"550","227",2014-07-09,"EPI","0.00","2.00","P1088","Anabaena solitaria Klebs","2","476","1000","6.60","6.60","150.50","476000","71.64",NA
"551","227",2014-07-09,"EPI","0.00","2.00","P2105","Chlamydomonas spp.","2","4","39683","9.00","5.00","117.80","158732","18.70",NA
"552","227",2014-07-09,"EPI","0.00","2.00","P2121","Oocystis lacustris Chodat","2","20","39683","6.00","4.00","50.30","793660","39.92",NA
"553","227",2014-07-09,"EPI","0.00","2.00","P2130","Scenedesmus quadricauda (Turp.) Brebisson","2","1","39683","7.10","4.00","39.70","39683","1.58",NA
"554","227",2014-07-09,"EPI","0.00","2.00","P2132","Scenedesmus denticulatus Lagerhiem","2","8","39683","9.30","5.00","81.20","317464","25.78",NA
"555","227",2014-07-09,"EPI","0.00","2.00","P2136","Dictyosphaerium pulchellum Wood","2","328","39683","6.00","6.00","113.10","13016024","1472.11",NA
"556","227",2014-07-09,"EPI","0.00","2.00","P2138","Monoraphidium komarkovae (Nyg.) Komarkova-Legnerova","2","17","39683","43.00","1.80","72.90","674611","49.18",NA
"557","227",2014-07-09,"EPI","0.00","2.00","P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova","2","15","39683","20.00","1.50","17.70","595245","10.54",NA
"558","227",2014-07-09,"EPI","0.00","2.00","P2145","Crucigenia quadrata Morr.","2","8","39683","2.00","2.00","1.40","317464","0.44",NA
"559","227",2014-07-09,"EPI","0.00","2.00","P2157","Kichnerella lunaris (Kirchn.) Moeb.","2","22","39683","9.00","2.10","15.60","873026","13.62",NA
