,,,Start,End,Species ,,Subsample ,Raw cell,microscope,length,width,cell volume,density,biomass,
227,2013-10-08,EPI,0.00,4.00,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,11,39683,39.00,4.00,163.40,436513,71.33,
227,2013-10-08,EPI,0.00,4.00,6557,Cryptomonas pusilla Bachmann,2,1,39683,16.00,8.00,357.40,39683,14.18,
227,2013-10-08,EPI,0.00,4.00,6558,Cryptomonas erosa Ehrenberg,2,27,1000,23.00,14.00,1573.60,27000,42.49,
227,2013-10-08,EPI,0.00,4.00,6559,Cryptomonas ovata Ehrenberg,2,19,1000,40.00,18.00,4523.90,19000,85.95,
227,2013-10-08,EPI,0.00,4.00,6568,Katablepharis ovalis Skuja,2,2,39683,8.30,4.00,48.10,79366,3.82,
227,2013-10-08,EPI,0.00,4.00,7632,Gymnodinium sp.,2,58,1000,31.00,31.00,15598.50,58000,904.71,
227,2013-10-08,EPI,0.00,4.00,7639,Peridinium pusillum (Penard) Lemmermann,2,12,1000,18.00,18.00,3053.60,12000,36.64,
227,2013-10-08,EPI,0.00,4.00,7641,Peridinium aciculiferum Lemmermann,2,10,1000,30.00,24.00,9047.80,10000,90.48,
227,2014-06-10,EPI,0.00,1.00,1052,Limnothrix redekei (Van Goor) Meffert,2,11,39683,163.00,2.00,512.10,436513,223.54,
227,2014-06-10,EPI,0.00,1.00,1072,Heterocysts,2,2,1000,6.00,3.00,28.30,2000,0.06,
227,2014-06-10,EPI,0.00,1.00,1074,"Aphanizomenon schindlerii Kling, Findlay and Komarek",2,96,1000,5.60,3.00,26.40,96000,2.53,
227,2014-06-10,EPI,0.00,1.00,2105,Chlamydomonas spp.,2,2,39683,6.60,4.00,55.30,79366,4.39,
227,2014-06-10,EPI,0.00,1.00,2115,Pediastrum tetras (Ehrenberg) Ralfs,2,8,39683,3.00,3.00,4.70,317464,1.49,
227,2014-06-10,EPI,0.00,1.00,2121,Oocystis lacustris Chodat,2,1,39683,6.00,4.00,50.30,39683,2.00,
227,2014-06-10,EPI,0.00,1.00,2126,Chodatella sp.,2,1,39683,6.00,4.00,50.30,39683,2.00,
227,2014-06-10,EPI,0.00,1.00,2132,Scenedesmus denticulatus Lagerhiem,2,4,39683,8.30,4.00,46.40,158732,7.37,
227,2014-06-10,EPI,0.00,1.00,2136,Dictyosphaerium pulchellum Wood,2,117,39683,5.90,5.90,107.50,4642911,499.11,
227,2014-06-10,EPI,0.00,1.00,2138,Monoraphidium komarkovae (Nyg.) Komarkova-Legnerova,2,2,39683,46.00,1.80,78.00,79366,6.19,
227,2014-06-10,EPI,0.00,1.00,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,5,39683,21.00,1.50,18.60,198415,3.69,
227,2014-06-10,EPI,0.00,1.00,2157,Kichnerella lunaris (Kirchn.) Moeb.,2,25,39683,7.00,2.40,15.80,992075,15.67,
227,2014-06-10,EPI,0.00,1.00,2199,Spondylosium planum (Wolle) W. and G.S. West,2,3,39683,6.00,6.00,37.70,119049,4.49,
227,2014-06-10,EPI,0.00,1.00,2235,Ankistrodesmus spiralis Lemmermann,2,4,39683,26.00,2.00,40.80,158732,6.48,
227,2014-06-10,EPI,0.00,1.00,4351,Small chrysophyceae,2,15,39683,2.90,2.90,12.80,595245,7.62,
227,2014-06-10,EPI,0.00,1.00,4355,Chrysochromulina parva Lackey,2,77,39683,5.00,5.00,65.40,3055591,199.84,
227,2014-06-10,EPI,0.00,1.00,4358,Chrysostephanospaera globulifera Scherffel,2,3,39683,10.50,10.50,606.10,119049,72.16,
227,2014-06-10,EPI,0.00,1.00,4362,Kephyrion sp.,2,2,39683,3.60,3.60,24.40,79366,1.94,
227,2014-06-10,EPI,0.00,1.00,4363,Spinifiromonas sirratus***************,2,5,39683,5.60,5.60,92.00,198415,18.25,
227,2014-06-10,EPI,0.00,1.00,4388,Dinobryon sertularia Ehrenberg,2,6,39683,12.60,6.00,237.50,238098,56.55,
227,2014-06-10,EPI,0.00,1.00,4411,Bitrichia chodatii (Reverdin) Chodat,2,1,39683,6.00,3.30,34.20,39683,1.36,
227,2014-06-10,EPI,0.00,1.00,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,7,39683,5.90,4.00,49.40,277781,13.72,
227,2014-06-10,EPI,0.00,1.00,5511,Rhizosolenia eriense H.L. Smith,2,61,39683,11.00,3.00,77.80,2420663,188.33,
227,2014-06-10,EPI,0.00,1.00,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,12,39683,41.00,4.00,171.70,476196,81.76,
227,2014-06-10,EPI,0.00,1.00,6558,Cryptomonas erosa Ehrenberg,2,5,1000,23.60,14.00,1614.60,5000,8.07,
227,2014-06-10,EPI,0.00,1.00,6568,Katablepharis ovalis Skuja,2,4,39683,9.00,4.30,60.80,158732,9.65,
227,2014-06-10,EPI,0.00,1.00,7632,Gymnodinium sp.,2,29,1000,27.00,27.00,10306.00,29000,298.87,
227,2014-06-10,EPI,0.00,1.00,7635,Peridinium willei Huitfeldt-Kaas,2,1,1000,36.00,36.00,24429.00,1000,24.43,
227,2014-06-10,EPI,0.00,1.00,7639,Peridinium pusillum (Penard) Lemmermann,100,60,100,16.30,15.00,1920.30,6000,11.52,
227,2014-06-10,EPI,0.00,1.00,7641,Peridinium aciculiferum Lemmermann,2,1,1000,32.00,24.00,9651.00,1000,9.65,
227,2014-06-23,EPI,0.00,1.00,1072,Heterocysts,2,6,1000,6.00,3.00,28.30,6000,0.17,
227,2014-06-23,EPI,0.00,1.00,1074,"Aphanizomenon schindlerii Kling, Findlay and Komarek",2,132,1000,5.50,3.00,25.90,132000,3.42,
227,2014-06-23,EPI,0.00,1.00,2105,Chlamydomonas spp.,2,1,39683,10.00,6.00,188.50,39683,7.48,
227,2014-06-23,EPI,0.00,1.00,2115,Pediastrum tetras (Ehrenberg) Ralfs,2,18,39683,3.00,3.00,4.70,714294,3.36,
227,2014-06-23,EPI,0.00,1.00,2126,Chodatella sp.,2,7,1000,6.40,3.30,36.50,7000,0.26,
227,2014-06-23,EPI,0.00,1.00,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,4,39683,7.20,4.00,40.20,158732,6.38,
227,2014-06-23,EPI,0.00,1.00,2132,Scenedesmus denticulatus Lagerhiem,2,6,39683,10.00,6.00,125.70,238098,29.93,
227,2014-06-23,EPI,0.00,1.00,2136,Dictyosphaerium pulchellum Wood,2,53,39683,6.00,6.00,113.10,2103199,237.87,
227,2014-06-23,EPI,0.00,1.00,2138,Monoraphidium komarkovae (Nyg.) Komarkova-Legnerova,2,9,39683,46.00,3.30,262.30,357147,93.68,
227,2014-06-23,EPI,0.00,1.00,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,6,39683,19.10,1.50,16.90,238098,4.02,
227,2014-06-23,EPI,0.00,1.00,2143,Monoraphidium minutum (Nag.) Komarkova-Legnerova,2,12,39683,11.00,4.00,69.10,476196,32.91,
227,2014-06-23,EPI,0.00,1.00,2157,Kichnerella lunaris (Kirchn.) Moeb.,2,7,39683,7.00,4.00,44.00,277781,12.22,
227,2014-06-23,EPI,0.00,1.00,2185,Micrasterias  sp.,2,1,1000,18.00,18.00,1017.90,1000,1.02,
227,2014-06-23,EPI,0.00,1.00,2199,Spondylosium planum (Wolle) W. and G.S. West,2,5,39683,6.00,6.00,37.70,198415,7.48,
227,2014-06-23,EPI,0.00,1.00,2222,Treubaria sp.,2,1,39683,3.00,3.00,14.10,39683,0.56,
227,2014-06-23,EPI,0.00,1.00,4351,Small chrysophyceae,2,12,39683,2.90,2.90,12.80,476196,6.10,
227,2014-06-23,EPI,0.00,1.00,4355,Chrysochromulina parva Lackey,2,119,39683,5.00,5.00,65.40,4722277,308.84,
227,2014-06-23,EPI,0.00,1.00,4358,Chrysostephanospaera globulifera Scherffel,2,3,39683,6.60,6.60,150.50,119049,17.92,
227,2014-06-23,EPI,0.00,1.00,4362,Kephyrion sp.,2,1,39683,4.20,4.20,38.80,39683,1.54,
227,2014-06-23,EPI,0.00,1.00,4363,Spinifiromonas sirratus***************,2,1,39683,6.50,6.50,143.80,39683,5.71,
227,2014-06-23,EPI,0.00,1.00,4411,Bitrichia chodatii (Reverdin) Chodat,2,3,39683,5.60,3.00,26.40,119049,3.14,
227,2014-06-23,EPI,0.00,1.00,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,8,39683,6.30,4.00,52.80,317464,16.76,
227,2014-06-23,EPI,0.00,1.00,5511,Rhizosolenia eriense H.L. Smith,2,32,39683,11.00,3.00,77.80,1269856,98.79,
227,2014-06-23,EPI,0.00,1.00,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,28,39683,41.00,4.00,171.70,1111124,190.78,
227,2014-06-23,EPI,0.00,1.00,6558,Cryptomonas erosa Ehrenberg,2,14,1000,24.20,14.00,1655.70,14000,23.18,
227,2014-06-23,EPI,0.00,1.00,6565,Cryptomonas rostratiformis Skuja,2,1,1000,29.00,14.00,1984.10,1000,1.98,
227,2014-06-23,EPI,0.00,1.00,7632,Gymnodinium sp.,2,8,1000,24.30,24.30,7513.10,8000,60.10,
227,2014-06-23,EPI,0.00,1.00,7639,Peridinium pusillum (Penard) Lemmermann,2,7,1000,16.90,15.00,1991.00,7000,13.94,
227,2014-06-23,EPI,0.00,1.00,7641,Peridinium aciculiferum Lemmermann,2,1,1000,30.00,24.00,9047.80,1000,9.05,
227,2014-06-23,META,1.00,4.00,1052,Limnothrix redekei (Van Goor) Meffert,2,4,39683,200.00,2.00,628.30,158732,99.73,
227,2014-06-23,META,1.00,4.00,1072,Heterocysts,2,6,1000,6.00,3.00,28.30,6000,0.17,
227,2014-06-23,META,1.00,4.00,1074,"Aphanizomenon schindlerii Kling, Findlay and Komarek",2,169,1000,5.60,3.00,26.40,169000,4.46,
227,2014-06-23,META,1.00,4.00,2105,Chlamydomonas spp.,2,3,39683,10.00,6.00,188.50,119049,22.44,
227,2014-06-23,META,1.00,4.00,2107,Chlorogonium maximum Skuja,2,159,1000,88.00,6.00,2488.10,159000,395.61,
227,2014-06-23,META,1.00,4.00,2126,Chodatella sp.,2,1,39683,6.10,3.30,34.80,39683,1.38,
227,2014-06-23,META,1.00,4.00,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,4,39683,7.00,4.00,39.10,158732,6.21,
227,2014-06-23,META,1.00,4.00,2132,Scenedesmus denticulatus Lagerhiem,2,7,39683,11.00,6.00,138.20,277781,38.39,
227,2014-06-23,META,1.00,4.00,2136,Dictyosphaerium pulchellum Wood,2,102,39683,6.00,6.00,113.10,4047666,457.79,
227,2014-06-23,META,1.00,4.00,2138,Monoraphidium komarkovae (Nyg.) Komarkova-Legnerova,2,1,39683,46.00,1.80,78.00,39683,3.10,
227,2014-06-23,META,1.00,4.00,2146,Crucigeniella rectangularis (Nag.) Komarek,2,4,39683,6.00,4.00,25.10,158732,3.98,
227,2014-06-23,META,1.00,4.00,2157,Kichnerella lunaris (Kirchn.) Moeb.,2,7,39683,7.00,2.20,13.30,277781,3.69,
227,2014-06-23,META,1.00,4.00,2199,Spondylosium planum (Wolle) W. and G.S. West,2,4,39683,6.00,6.00,37.70,158732,5.98,
227,2014-06-23,META,1.00,4.00,2235,Ankistrodesmus spiralis Lemmermann,2,20,39683,26.00,2.10,45.00,793660,35.71,
227,2014-06-23,META,1.00,4.00,3301,Euglena acus Ehrenberg,2,1,1000,96.00,12.00,7238.20,1000,7.24,
227,2014-06-23,META,1.00,4.00,4351,Small chrysophyceae,2,7,39683,3.00,3.00,14.10,277781,3.92,
227,2014-06-23,META,1.00,4.00,4355,Chrysochromulina parva Lackey,2,138,39683,5.00,5.00,65.40,5476254,358.15,
227,2014-06-23,META,1.00,4.00,4358,Chrysostephanospaera globulifera Scherffel,2,5,39683,10.50,10.50,606.10,198415,120.26,
227,2014-06-23,META,1.00,4.00,4363,Spinifiromonas sirratus***************,2,2,39683,6.30,6.30,130.90,79366,10.39,
227,2014-06-23,META,1.00,4.00,4388,Dinobryon sertularia Ehrenberg,2,12,39683,12.00,6.00,226.20,476196,107.72,
227,2014-06-23,META,1.00,4.00,4411,Bitrichia chodatii (Reverdin) Chodat,2,1,39683,6.00,4.00,50.30,39683,2.00,
227,2014-06-23,META,1.00,4.00,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,9,39683,6.00,4.00,50.30,357147,17.96,
227,2014-06-23,META,1.00,4.00,5507,Cyclotella stelligera Cleve and Grunow,2,1,1000,9.30,18.60,1263.50,1000,1.26,
227,2014-06-23,META,1.00,4.00,5511,Rhizosolenia eriense H.L. Smith,2,30,39683,9.00,3.00,63.60,1190490,75.72,
227,2014-06-23,META,1.00,4.00,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,11,39683,36.00,4.00,150.80,436513,65.83,
227,2014-06-23,META,1.00,4.00,6554,Rhodomonas minuta Skuja,2,2,39683,12.00,6.00,150.80,79366,11.97,
227,2014-06-23,META,1.00,4.00,6558,Cryptomonas erosa Ehrenberg,2,118,1000,24.20,14.00,1655.70,118000,195.37,
227,2014-06-23,META,1.00,4.00,6559,Cryptomonas ovata Ehrenberg,2,3,1000,40.00,18.00,4523.90,3000,13.57,
227,2014-06-23,META,1.00,4.00,6565,Cryptomonas rostratiformis Skuja,2,3,1000,22.00,12.00,1105.80,3000,3.32,
227,2014-06-23,META,1.00,4.00,6568,Katablepharis ovalis Skuja,2,3,39683,8.90,4.20,58.10,119049,6.92,
227,2014-06-23,META,1.00,4.00,7632,Gymnodinium sp.,2,1,39683,11.00,8.00,368.60,39683,14.63,
227,2014-06-23,META,1.00,4.00,7632,Gymnodinium sp.,2,6,1000,31.00,31.00,15598.50,6000,93.59,
227,2014-06-23,META,1.00,4.00,7639,Peridinium pusillum (Penard) Lemmermann,2,18,1000,17.20,16.00,2305.50,18000,41.50,
227,2014-06-23,META,1.00,4.00,7641,Peridinium aciculiferum Lemmermann,2,6,1000,30.00,24.00,9047.80,6000,54.29,
227,2014-07-09,EPI,0.00,2.00,1043,Aphanizomenon gracile (Lemmermann) Lemmermann,2,1211,39683,6.20,4.00,51.90,48056113,2494.11,
227,2014-07-09,EPI,0.00,2.00,1052,Limnothrix redekei (Van Goor) Meffert,2,12,39683,175.00,2.00,549.80,476196,261.81,
227,2014-07-09,EPI,0.00,2.00,1072,Heterocysts,2,303,39683,6.00,3.00,28.30,12023949,340.28,
227,2014-07-09,EPI,0.00,2.00,1072,Heterocysts,2,79,39683,6.50,6.50,143.80,3134957,450.81,
227,2014-07-09,EPI,0.00,2.00,1074,"Aphanizomenon schindlerii Kling, Findlay and Komarek",2,7194,39683,5.60,3.00,26.40,285479502,7536.66,
227,2014-07-09,EPI,0.00,2.00,1088,Anabaena solitaria Klebs,2,476,1000,6.60,6.60,150.50,476000,71.64,
227,2014-07-09,EPI,0.00,2.00,2105,Chlamydomonas spp.,2,4,39683,9.00,5.00,117.80,158732,18.70,
227,2014-07-09,EPI,0.00,2.00,2121,Oocystis lacustris Chodat,2,20,39683,6.00,4.00,50.30,793660,39.92,
227,2014-07-09,EPI,0.00,2.00,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,1,39683,7.10,4.00,39.70,39683,1.58,
227,2014-07-09,EPI,0.00,2.00,2132,Scenedesmus denticulatus Lagerhiem,2,8,39683,9.30,5.00,81.20,317464,25.78,
227,2014-07-09,EPI,0.00,2.00,2136,Dictyosphaerium pulchellum Wood,2,328,39683,6.00,6.00,113.10,13016024,1472.11,
227,2014-07-09,EPI,0.00,2.00,2138,Monoraphidium komarkovae (Nyg.) Komarkova-Legnerova,2,17,39683,43.00,1.80,72.90,674611,49.18,
227,2014-07-09,EPI,0.00,2.00,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,15,39683,20.00,1.50,17.70,595245,10.54,
227,2014-07-09,EPI,0.00,2.00,2145,Crucigenia quadrata Morr.,2,8,39683,2.00,2.00,1.40,317464,0.44,
227,2014-07-09,EPI,0.00,2.00,2157,Kichnerella lunaris (Kirchn.) Moeb.,2,22,39683,9.00,2.10,15.60,873026,13.62,
227,2014-07-09,EPI,0.00,2.00,2199,Spondylosium planum (Wolle) W. and G.S. West,2,2,39683,6.00,6.00,37.70,79366,2.99,
227,2014-07-09,EPI,0.00,2.00,2222,Treubaria sp.,2,13,39683,3.00,3.00,14.10,515879,7.27,
227,2014-07-09,EPI,0.00,2.00,2235,Ankistrodesmus spiralis Lemmermann,2,3,39683,24.00,2.00,37.70,119049,4.49,
227,2014-07-09,EPI,0.00,2.00,4351,Small chrysophyceae,2,40,39683,3.00,3.00,14.10,1587320,22.38,
227,2014-07-09,EPI,0.00,2.00,4352,Large chrysophyceae,2,15,39683,9.00,9.00,381.70,595245,227.21,
227,2014-07-09,EPI,0.00,2.00,4355,Chrysochromulina parva Lackey,2,5,39683,5.00,5.00,65.40,198415,12.98,
227,2014-07-09,EPI,0.00,2.00,4357,Chrysococcus sp.,2,2,39683,10.60,10.60,623.60,79366,49.49,
227,2014-07-09,EPI,0.00,2.00,4362,Kephyrion sp.,2,6,39683,3.60,3.60,24.40,238098,5.81,
227,2014-07-09,EPI,0.00,2.00,4363,Spinifiromonas sirratus***************,2,5,39683,5.60,5.60,92.00,198415,18.25,
227,2014-07-09,EPI,0.00,2.00,4378,Dinobryon borgei Lemmermann,2,2,39683,9.00,3.30,51.30,79366,4.07,
227,2014-07-09,EPI,0.00,2.00,4381,Dinobryon mucronutom Nygaard,2,2,39683,10.30,5.00,134.80,79366,10.70,
227,2014-07-09,EPI,0.00,2.00,4383,Dinobryon bavaricum Imhof,2,13,39683,13.00,6.00,245.00,515879,126.39,
227,2014-07-09,EPI,0.00,2.00,4383,Dinobryon bavaricum Imhof,2,3,1000,0.00,0.00,1991.00,3000,5.97,
227,2014-07-09,EPI,0.00,2.00,4411,Bitrichia chodatii (Reverdin) Chodat,2,3,39683,5.60,4.00,46.90,119049,5.58,
227,2014-07-09,EPI,0.00,2.00,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,1,39683,6.00,3.20,32.20,39683,1.28,
227,2014-07-09,EPI,0.00,2.00,5511,Rhizosolenia eriense H.L. Smith,2,18,39683,11.00,3.00,77.80,714294,55.57,
227,2014-07-09,EPI,0.00,2.00,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,61,39683,36.10,4.00,151.20,2420663,366.00,
227,2014-07-09,EPI,0.00,2.00,6558,Cryptomonas erosa Ehrenberg,2,2,1000,22.60,14.00,1546.20,2000,3.09,
227,2014-07-09,EPI,0.00,2.00,6565,Cryptomonas rostratiformis Skuja,2,4,1000,31.00,14.00,2120.90,4000,8.48,
227,2014-07-09,EPI,0.00,2.00,7632,Gymnodinium sp.,2,13,1000,26.00,26.00,9202.80,13000,119.64,
227,2014-07-09,EPI,0.00,2.00,7639,Peridinium pusillum (Penard) Lemmermann,2,90,1000,16.20,14.00,1662.50,90000,149.63,
227,2014-07-09,META,1.50,3.00,1043,Aphanizomenon gracile (Lemmermann) Lemmermann,2,646,39683,6.20,4.00,51.90,25635218,1330.47,
227,2014-07-09,META,1.50,3.00,1052,Limnothrix redekei (Van Goor) Meffert,2,11,39683,193.00,2.00,606.30,436513,264.66,
227,2014-07-09,META,1.50,3.00,1072,Heterocysts,2,196,39683,6.00,3.00,28.30,7777868,220.11,
227,2014-07-09,META,1.50,3.00,1072,Heterocysts,2,59,39683,6.50,6.50,143.80,2341297,336.68,
227,2014-07-09,META,1.50,3.00,1074,"Aphanizomenon schindlerii Kling, Findlay and Komarek",2,5663,39683,5.60,3.00,26.40,224724829,5932.74,
227,2014-07-09,META,1.50,3.00,1088,Anabaena solitaria Klebs,2,321,1000,6.60,6.60,150.50,321000,48.31,
227,2014-07-09,META,1.50,3.00,2100,Pyramidomonas tetrarhynchus Schmarda,2,1,1000,13.00,12.00,490.10,1000,0.49,
227,2014-07-09,META,1.50,3.00,2105,Chlamydomonas spp.,2,3,39683,5.20,3.00,24.50,119049,2.92,
227,2014-07-09,META,1.50,3.00,2121,Oocystis lacustris Chodat,2,3,39683,6.00,4.00,50.30,119049,5.99,
227,2014-07-09,META,1.50,3.00,2126,Chodatella sp.,2,1,39683,6.00,3.30,34.20,39683,1.36,
227,2014-07-09,META,1.50,3.00,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,8,39683,7.30,4.00,40.80,317464,12.95,
227,2014-07-09,META,1.50,3.00,2132,Scenedesmus denticulatus Lagerhiem,2,4,39683,9.60,5.00,83.80,158732,13.30,
227,2014-07-09,META,1.50,3.00,2136,Dictyosphaerium pulchellum Wood,2,344,39683,6.00,6.00,113.10,13650952,1543.92,
227,2014-07-09,META,1.50,3.00,2138,Monoraphidium komarkovae (Nyg.) Komarkova-Legnerova,2,34,39683,46.00,2.00,96.30,1349222,129.93,
227,2014-07-09,META,1.50,3.00,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,28,39683,20.00,1.50,17.70,1111124,19.67,
227,2014-07-09,META,1.50,3.00,2143,Monoraphidium minutum (Nag.) Komarkova-Legnerova,2,10,39683,11.00,4.00,69.10,396830,27.42,
227,2014-07-09,META,1.50,3.00,2157,Kichnerella lunaris (Kirchn.) Moeb.,2,3,39683,9.00,2.10,15.60,119049,1.86,
227,2014-07-09,META,1.50,3.00,2199,Spondylosium planum (Wolle) W. and G.S. West,2,10,39683,6.00,6.00,37.70,396830,14.96,
227,2014-07-09,META,1.50,3.00,2222,Treubaria sp.,2,7,39683,3.00,3.00,14.10,277781,3.92,
227,2014-07-09,META,1.50,3.00,4351,Small chrysophyceae,2,35,39683,3.00,3.00,14.10,1388905,19.58,
227,2014-07-09,META,1.50,3.00,4352,Large chrysophyceae,2,9,39683,9.00,9.00,381.70,357147,136.32,
227,2014-07-09,META,1.50,3.00,4358,Chrysostephanospaera globulifera Scherffel,2,1,39683,9.30,9.30,421.20,39683,16.71,
227,2014-07-09,META,1.50,3.00,4363,Spinifiromonas sirratus***************,2,10,39683,5.60,5.60,92.00,396830,36.51,
227,2014-07-09,META,1.50,3.00,4383,Dinobryon bavaricum Imhof,2,28,39683,12.00,6.00,226.20,1111124,251.34,
227,2014-07-09,META,1.50,3.00,4383,Dinobryon bavaricum Imhof,2,58,1000,0.00,0.00,3390.00,58000,196.62,
227,2014-07-09,META,1.50,3.00,4411,Bitrichia chodatii (Reverdin) Chodat,2,5,39683,6.00,4.00,50.30,198415,9.98,
227,2014-07-09,META,1.50,3.00,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,7,39683,5.90,4.00,49.40,277781,13.72,
227,2014-07-09,META,1.50,3.00,5511,Rhizosolenia eriense H.L. Smith,2,27,39683,11.00,3.00,77.80,1071441,83.36,
227,2014-07-09,META,1.50,3.00,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,78,39683,34.10,4.00,142.80,3095274,442.01,
227,2014-07-09,META,1.50,3.00,6558,Cryptomonas erosa Ehrenberg,2,10,1000,24.10,14.00,1648.80,10000,16.49,
227,2014-07-09,META,1.50,3.00,6565,Cryptomonas rostratiformis Skuja,2,2,1000,30.00,14.00,2052.50,2000,4.11,
227,2014-07-09,META,1.50,3.00,6568,Katablepharis ovalis Skuja,2,3,39683,9.10,4.20,60.70,119049,7.23,
227,2014-07-09,META,1.50,3.00,7632,Gymnodinium sp.,2,3,39683,10.40,8.60,402.70,119049,47.94,
227,2014-07-09,META,1.50,3.00,7632,Gymnodinium sp.,2,21,1000,29.40,29.40,13305.80,21000,279.42,
227,2014-07-09,META,1.50,3.00,7639,Peridinium pusillum (Penard) Lemmermann,2,63,1000,15.60,14.00,1601.00,63000,100.86,
227,2014-07-09,META,1.50,3.00,7641,Peridinium aciculiferum Lemmermann,2,10,1000,30.00,24.00,9047.80,10000,90.48,
227,2014-07-22,EPI,0.00,1.00,1043,Aphanizomenon gracile (Lemmermann) Lemmermann,2,1815,39683,6.00,4.00,50.30,72024645,3622.84,
227,2014-07-22,EPI,0.00,1.00,1052,Limnothrix redekei (Van Goor) Meffert,2,18,39683,173.00,2.00,543.50,714294,388.22,
227,2014-07-22,EPI,0.00,1.00,1054,Planktolyngbya limnetica,2,49,39683,196.00,2.00,615.80,1944467,1197.40,
227,2014-07-22,EPI,0.00,1.00,1072,Heterocysts,2,540,39683,6.00,3.00,28.30,21428820,606.44,
227,2014-07-22,EPI,0.00,1.00,1072,Heterocysts,2,69,39683,6.60,6.60,150.50,2738127,412.09,
227,2014-07-22,EPI,0.00,1.00,1074,"Aphanizomenon schindlerii Kling, Findlay and Komarek",2,14520,39683,5.60,3.00,26.40,576197160,15211.61,
227,2014-07-22,EPI,0.00,1.00,1088,Anabaena solitaria Klebs,2,466,1000,6.60,6.60,150.50,466000,70.13,
227,2014-07-22,EPI,0.00,1.00,2105,Chlamydomonas spp.,2,2,39683,7.00,3.00,33.00,79366,2.62,
227,2014-07-22,EPI,0.00,1.00,2126,Chodatella sp.,2,1,39683,6.00,4.00,50.30,39683,2.00,
227,2014-07-22,EPI,0.00,1.00,2130,Scenedesmus quadricauda (Turp.) Brebisson,2,14,39683,7.60,4.10,44.60,555562,24.78,
227,2014-07-22,EPI,0.00,1.00,2132,Scenedesmus denticulatus Lagerhiem,2,3,39683,9.60,5.00,83.80,119049,9.98,
227,2014-07-22,EPI,0.00,1.00,2136,Dictyosphaerium pulchellum Wood,2,137,39683,6.00,6.00,113.10,5436571,614.88,
227,2014-07-22,EPI,0.00,1.00,2138,Monoraphidium komarkovae (Nyg.) Komarkova-Legnerova,2,10,39683,42.00,1.80,71.30,396830,28.29,
227,2014-07-22,EPI,0.00,1.00,2141,Monoraphidium contortum (Thur.) Komarkova-Legnerova,2,9,39683,19.60,1.50,17.30,357147,6.18,
227,2014-07-22,EPI,0.00,1.00,2157,Kichnerella lunaris (Kirchn.) Moeb.,2,33,39683,7.20,2.40,16.30,1309539,21.35,
227,2014-07-22,EPI,0.00,1.00,2199,Spondylosium planum (Wolle) W. and G.S. West,2,4,39683,6.00,6.00,37.70,158732,5.98,
227,2014-07-22,EPI,0.00,1.00,2222,Treubaria sp.,2,5,39683,3.00,3.00,14.10,198415,2.80,
227,2014-07-22,EPI,0.00,1.00,2235,Ankistrodesmus spiralis Lemmermann,2,6,39683,31.00,2.20,58.90,238098,14.02,
227,2014-07-22,EPI,0.00,1.00,3305,Trachelomonas volvocina Ehrenberg,2,2,1000,18.00,18.00,2035.80,2000,4.07,
227,2014-07-22,EPI,0.00,1.00,4351,Small chrysophyceae,2,22,39683,2.60,2.60,9.20,873026,8.03,
227,2014-07-22,EPI,0.00,1.00,4355,Chrysochromulina parva Lackey,2,2,39683,4.90,4.90,61.60,79366,4.89,
227,2014-07-22,EPI,0.00,1.00,4383,Dinobryon bavaricum Imhof,2,2,1000,0.00,0.00,1991.00,2000,3.98,
227,2014-07-22,EPI,0.00,1.00,4418,Salpingoeca frequentissima (Zach.) Lemmermann,2,6,39683,5.80,3.60,39.40,238098,9.38,
227,2014-07-22,EPI,0.00,1.00,5550,Fragilaria capucina v. rumpens (Kutzing) Lange-Bertalot,2,8,39683,33.00,4.00,138.20,317464,43.87,
227,2014-07-22,EPI,0.00,1.00,6554,Rhodomonas minuta Skuja,2,1,39683,10.40,6.00,130.70,39683,5.19,
227,2014-07-22,EPI,0.00,1.00,6558,Cryptomonas erosa Ehrenberg,2,5,1000,24.20,14.00,1655.70,5000,8.28,
227,2014-07-22,EPI,0.00,1.00,6565,Cryptomonas rostratiformis Skuja,2,3,1000,31.00,14.00,2120.90,3000,6.36,
227,2014-07-22,EPI,0.00,1.00,6568,Katablepharis ovalis Skuja,2,1,39683,9.00,4.30,60.80,39683,2.41,
