year,data_set,sample_id,sequence_number,location,sublocation,station,station_type,start_date,start_time,stratum,stratum_volume,sample_type,sample_top_depth,sample_bottom_depth,taxon,old_cell_volume,cell_volume,correction_factor,count_1,count_2,cell_length,cell_width,field_reference,cells_per_liter,biomass,collection_authority,collection_method,analyst
2009,P01,108,7,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P6565,,1885,1000,3,,24,15,K7942,3000,5.655,144,TIP,144
2009,P01,108,8,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P6559,,5585,1000,1,,40,20,K7942,1000,5.585,144,TIP,144
2009,P01,108,9,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P2112,,34,39683,4,,4,4,K7942,158732,5.39689,144,TIP,144
2009,P01,108,10,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P4358,,369,39683,5,,8.9,8.9,K7942,198415,73.21514,144,TIP,144
2009,P01,108,11,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P2126,,28,39683,1,,6,3,K7942,39683,1.11112,144,TIP,144
2009,P01,108,12,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P2115,,5,39683,14,,3,3,K7942,555562,2.77781,144,TIP,144
2009,P01,108,13,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P4351,,6,39683,27,,2.2,2.2,K7942,1071441,6.42865,144,TIP,144
2009,P01,108,14,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P4352,,180,39683,16,,7,7,K7942,634928,114.28704,144,TIP,144
2009,P01,108,15,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P1052,,503,39683,15,,160,2,K7942,595245,299.40824,144,TIP,144
2009,P01,108,16,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P4418,,24,39683,4,,5,3,K7942,158732,3.80957,144,TIP,144
2009,P01,108,17,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P2141,,19,39683,15,,22,1.5,K7942,595245,11.30966,144,TIP,144
2009,P01,108,18,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P2130,,22,39683,11,,7,3,K7942,436513,9.60329,144,TIP,144
2009,P01,108,19,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P2157,,9,39683,3,,6,2,K7942,119049,1.07144,144,TIP,144
2009,P01,108,20,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P4413,,524,39683,1,,10,10,K7942,39683,20.79389,144,TIP,144
2009,P01,108,21,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P6568,,71,39683,8,,9,5,K7942,317464,22.53994,144,TIP,144
2009,P01,108,22,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P4355,,48,39683,228,,4.5,4.5,K7942,9047724,434.29075,144,TIP,144
2009,P01,108,23,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P2132,,50,39683,5,,9,4,K7942,198415,9.92075,144,TIP,144
2009,P01,108,24,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P2121,,28,39683,3,,6,3,K7942,119049,3.33337,144,TIP,144
2009,P01,108,25,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P2136,,34,39683,106,,4,4,K7942,4206398,143.01753,144,TIP,144
2009,P01,108,26,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P2105,,24,39683,9,,5,3,K7942,357147,8.57153,144,TIP,144
2009,P01,108,27,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P2199,,38,39683,117,,6,6,K7942,4642911,176.43062,144,TIP,144
2009,P01,108,28,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P5550,,172,39683,24,,41,4,K7942,952392,163.81142,144,TIP,144
2009,P01,108,29,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P1074,,24,39683,3978,,5,3,K7942,157858974,3788.61538,144,TIP,144
2009,P01,108,30,227,LA,CB,FBS,2009-09-09,,EPI,83053,IND,0,2,P1072,,28,39683,134,,6,3,K7942,5317522,148.89062,144,TIP,144
1983,P01,108,1,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P1052,300,300,39683,14,17,,,83PF0119,615086.5,184.52595,144,TIP,144
1983,P01,108,2,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P2105,300,166,39683,6,6,9.1,5.4,83PF0119,238098,39.52427,144,TIP,144
1983,P01,108,3,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P2105,500,166,39683,32,36,9.1,5.4,83PF0119,1349222,223.97085,144,TIP,144
1983,P01,108,4,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P2107,2000,1640,39683,132,143,58,6,83PF0119,5456412.5,8948.5165,144,TIP,144
1983,P01,108,5,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P2120,150,67,39683,8,4,8,4,83PF0119,238098,15.95257,144,TIP,144
1983,P01,108,6,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P2130,150,23,39683,1,0,6.9,3.1,83PF0119,19841.5,0.45635,144,TIP,144
1983,P01,108,7,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P2132,300,45,39683,271,293,8,4,83PF0119,11190606,503.57727,144,TIP,144
1983,P01,108,8,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P2133,150,21,39683,60,61,6.6,3,83PF0119,2400821.5,50.41725,144,TIP,144
1983,P01,108,9,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P2137,50,14,39683,21,14,3,3,83PF0119,694452.5,9.72234,144,TIP,144
1983,P01,108,10,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P2141,100,30,39683,6,7,25.4,1.7,83PF0119,257939.5,7.73819,144,TIP,144
1983,P01,108,11,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P2158,150,70,39683,20,14,40.8,2,83PF0119,674611,47.22277,144,TIP,144
1983,P01,108,12,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P2201,100,8,39683,6,4,4,2,83PF0119,198415,1.58732,144,TIP,144
1983,P01,108,13,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P4351,100,48,39683,29,32,4.5,4.5,83PF0119,1210331.5,58.09591,144,TIP,144
1983,P01,108,14,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P4352,300,319,39683,1,0,8.3,8.3,83PF0119,19841.5,6.32944,144,TIP,144
1983,P01,108,15,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P4396,150,71,39683,1,1,6,4.5,83PF0119,39683,2.81749,144,TIP,144
1983,P01,108,16,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P4418,300,157,39683,28,21,6.5,6.5,83PF0119,972233.5,152.64066,144,TIP,144
1983,P01,108,17,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P5514,1000,1329,1000,9,2,18.5,16.5,83PF0119,5500,7.3095,144,TIP,144
1983,P01,108,18,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P6558,2000,907,1000,57,41,21.3,11,83PF0119,49000,44.443,144,TIP,144
1983,P01,108,19,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P6559,3000,4835,1000,97,96,33.6,19.6,83PF0119,96500,466.5775,144,TIP,144
1983,P01,108,20,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P6565,5000,4109,1000,372,354,42.4,16.4,83PF0119,363000,1491.567,144,TIP,144
1983,P01,108,21,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P7632,1500,4189,39683,1,1,20,20,83PF0119,39683,166.23209,144,TIP,144
1983,P01,108,22,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P7632,30000,22504,1000,4,4,35,35,83PF0119,4000,90.016,144,TIP,144
1983,P01,108,23,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P7638,1000,2474,1000,5,4,19,15.3,83PF0119,4500,11.133,144,TIP,144
1983,P01,108,24,227,LA,CB,FBS,1983-05-16,,MET,28731,IND,2.5,3.5,P7641,7000,8646,1000,24,19,28.7,24,83PF0119,21500,185.889,144,TIP,144
1996,P01,108,1,227,LA,CB,FBS,1996-06-17,,EPI,45787,IND,0,1,P1075,,2700,200,1,,0,0,96K0595,200,0.54,144,TIP,144
1996,P01,108,2,227,LA,CB,FBS,1996-06-17,,EPI,45787,IND,0,1,P2105,,268,7184,71,,8,8,96K0595,510064,136.69715,144,TIP,144
1996,P01,108,3,227,LA,CB,FBS,1996-06-17,,EPI,45787,IND,0,1,P2105,,697,7184,1,,11,11,96K0595,7184,5.00725,144,TIP,144
1996,P01,108,4,227,LA,CB,FBS,1996-06-17,,EPI,45787,IND,0,1,P2154,,680,200,2,,0,0,96K0595,400,0.272,144,TIP,144
1996,P01,108,5,227,LA,CB,FBS,1996-06-17,,EPI,45787,IND,0,1,P4351,,34,7184,18,,4,4,96K0595,129312,4.39661,144,TIP,144
1996,P01,108,6,227,LA,CB,FBS,1996-06-17,,EPI,45787,IND,0,1,P4352,,180,7184,4,,7,7,96K0595,28736,5.17248,144,TIP,144
1996,P01,108,7,227,LA,CB,FBS,1996-06-17,,EPI,45787,IND,0,1,P4355,,65,7184,5,,5,5,96K0595,35920,2.3348,144,TIP,144
1996,P01,108,8,227,LA,CB,FBS,1996-06-17,,EPI,45787,IND,0,1,P4413,,524,7184,2,,10,10,96K0595,14368,7.52883,144,TIP,144
1996,P01,108,9,227,LA,CB,FBS,1996-06-17,,EPI,45787,IND,0,1,P5514,,1026,200,27,,20,14,96K0595,5400,5.5404,144,TIP,144
1996,P01,108,10,227,LA,CB,FBS,1996-06-17,,EPI,45787,IND,0,1,P5518,,105,200,13,,100,2,96K0595,2600,0.273,144,TIP,144
1996,P01,108,11,227,LA,CB,FBS,1996-06-17,,EPI,45787,IND,0,1,P6558,,1206,200,15,,24,12,96K0595,3000,3.618,144,TIP,144
1996,P01,108,12,227,LA,CB,FBS,1996-06-17,,EPI,45787,IND,0,1,P6565,,3574,200,8,,40,16,96K0595,1600,5.7184,144,TIP,144
1980,P01,108,1,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P1043,,300,39683,70,78,,,80PF0103,2936542,880.9626,144,TIP,144
1980,P01,108,2,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P1052,300,300,39683,38,46,,,80PF0103,1666686,500.0058,144,TIP,144
1980,P01,108,3,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P1074,,50,200,13,11,,,80PF0103,2400,0.12,144,TIP,144
1980,P01,108,4,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P2101,500,1767,39683,3,1,15,15,80PF0103,79366,140.23972,144,TIP,144
1980,P01,108,5,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P2105,300,171,39683,5,9,9,5.3,80PF0103,277781,47.50055,144,TIP,144
1980,P01,108,6,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P2121,300,84,39683,26,35,10,4,80PF0103,1210331.5,101.66785,144,TIP,144
1980,P01,108,7,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P2130,300,25,39683,12,8,7,3.1,80PF0103,396830,9.92075,144,TIP,144
1980,P01,108,8,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P2133,300,30,39683,499,469,6.5,3.3,80PF0103,19206572,576.19716,144,TIP,144
1980,P01,108,9,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P2137,100,14,39683,12,14,3,3,80PF0103,515879,7.22231,144,TIP,144
1980,P01,108,10,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P2141,100,33,39683,8,14,25.9,1.8,80PF0103,436513,14.40493,144,TIP,144
1980,P01,108,11,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P2199,300,39,39683,16,9,5.9,5.8,80PF0103,496037.5,19.34546,144,TIP,144
1980,P01,108,12,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P4351,100,50,39683,7,8,4.6,4.6,80PF0103,297622.5,14.88113,144,TIP,144
1980,P01,108,13,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P4352,300,208,39683,3,2,6.5,6.5,80PF0103,99207.5,20.63516,144,TIP,144
1980,P01,108,14,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P4418,300,154,39683,6,3,6.5,6.5,80PF0103,178573.5,27.50032,144,TIP,144
1980,P01,108,15,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P5507,200,82,39683,1,0,3.5,7.4,80PF0103,19841.5,1.627,144,TIP,144
1980,P01,108,16,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P5514,1000,1206,1000,0,4,18,16,80PF0103,2000,2.412,144,TIP,144
1980,P01,108,17,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P5518,200,80,1000,1,2,76.7,2,80PF0103,1500,0.12,144,TIP,144
1980,P01,108,18,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P6554,150,56,39683,1,5,10,4,80PF0103,119049,6.66674,144,TIP,144
1980,P01,108,19,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P6558,1500,919,1000,377,351,21.5,11,80PF0103,364000,334.516,144,TIP,144
1980,P01,108,20,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P6559,3000,2568,1000,10,9,30.5,15.5,80PF0103,9500,24.396,144,TIP,144
1980,P01,108,21,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P7632,30000,19831,1000,0,1,33.5,33.5,80PF0103,500,9.9155,144,TIP,144
1980,P01,108,22,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P7638,1000,2649,1000,6,4,20,15.7,80PF0103,5000,13.245,144,TIP,144
1980,P01,108,23,227,LA,CB,FBS,1980-09-29,,EPI,98976,IND,0,2.5,P1072,,300,39683,15,15,,,80PF0103,595245,178.5735,144,TIP,144
1995,P01,108,1,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P1072,,113,1000,4,,6,6,95K6466,4000,0.452,144,TIP,144
1995,P01,108,2,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P1074,,50,1000,150,,6,4,95K6466,150000,7.5,144,TIP,144
1995,P01,108,3,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P2100,,821,1000,4,,16,14,95K6466,4000,3.284,144,TIP,144
1995,P01,108,4,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P2126,,34,39683,7,,4,4,95K6466,277781,9.44455,144,TIP,144
1995,P01,108,5,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P2132,,45,39683,4,,8,4,95K6466,158732,7.14294,144,TIP,144
1995,P01,108,6,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P2141,,27,39683,15,,21,1.8,95K6466,595245,16.07162,144,TIP,144
1995,P01,108,7,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P2187,,905,1000,1,,18,16,95K6466,1000,0.905,144,TIP,144
1995,P01,108,8,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P4351,,34,39683,16,,4,4,95K6466,634928,21.58755,144,TIP,144
1995,P01,108,9,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P4352,,180,39683,8,,7,7,95K6466,317464,57.14352,144,TIP,144
1995,P01,108,10,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P4355,,48,39683,234,,4.5,4.5,95K6466,9285822,445.71946,144,TIP,144
1995,P01,108,11,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P4362,,24,39683,11,,5,3,95K6466,436513,10.47631,144,TIP,144
1995,P01,108,12,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P4368,,1152,1000,48,,22,10,95K6466,48000,55.296,144,TIP,144
1995,P01,108,13,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P4375,,524,39683,1,,10,10,95K6466,39683,20.79389,144,TIP,144
1995,P01,108,14,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P4383,,226,39683,2,,12,6,95K6466,79366,17.93672,144,TIP,144
1995,P01,108,15,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P4388,,18645,1000,1,,0,0,95K6466,1000,18.645,144,TIP,144
1995,P01,108,16,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P4396,,24,39683,1,,5,3,95K6466,39683,0.95239,144,TIP,144
1995,P01,108,17,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P4401,,113,39683,10,,6,6,95K6466,396830,44.84179,144,TIP,144
1995,P01,108,18,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P4418,,113,39683,6,,6,6,95K6466,238098,26.90507,144,TIP,144
1995,P01,108,19,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P5511,,177,39683,113,,9,5,95K6466,4484179,793.69968,144,TIP,144
1995,P01,108,20,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P5514,,1026,1000,17,,20,14,95K6466,17000,17.442,144,TIP,144
1995,P01,108,21,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P5518,,60,1000,5,,57,2,95K6466,5000,0.3,144,TIP,144
1995,P01,108,22,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P5550,,117,39683,6,,28,4,95K6466,238098,27.85747,144,TIP,144
1995,P01,108,23,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P6554,,126,39683,3,,10,6,95K6466,119049,15.00017,144,TIP,144
1995,P01,108,24,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P6558,,1206,1000,243,,24,12,95K6466,243000,293.058,144,TIP,144
1995,P01,108,25,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P6565,,1916,1000,359,,28,14,95K6466,359000,687.844,144,TIP,144
1995,P01,108,26,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P7632,,12770,1000,7,,29,29,95K6466,7000,89.39,144,TIP,144
1995,P01,108,27,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P7632,,628,39683,2,,12,10,95K6466,79366,49.84185,144,TIP,144
1995,P01,108,28,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P7638,,3393,1000,16,,20,18,95K6466,16000,54.288,144,TIP,144
1995,P01,108,29,227,LA,CB,FBS,1995-05-30,,MET,95228,IND,1,4,P7641,,9048,1000,5,,30,24,95K6466,5000,45.24,144,TIP,144
1979,P01,108,1,227,LA,CB,FBS,1979-10-03,,EPI,127708,IND,0,3.5,P1052,300,300,39683,156,171,,,79PF0100,6488170.5,1946.45115,144,TIP,144
1979,P01,108,2,227,LA,CB,FBS,1979-10-03,,EPI,127708,IND,0,3.5,P1074,,50,39683,447,399,,,79PF0100,16785909,839.29545,144,TIP,144
1979,P01,108,3,227,LA,CB,FBS,1979-10-03,,EPI,127708,IND,0,3.5,P2101,350,1767,39683,11,13,15,15,79PF0100,476196,841.43833,144,TIP,144
1979,P01,108,4,227,LA,CB,FBS,1979-10-03,,EPI,127708,IND,0,3.5,P2105,300,171,39683,10,14,9,5.3,79PF0100,476196,81.42952,144,TIP,144
1979,P01,108,5,227,LA,CB,FBS,1979-10-03,,EPI,127708,IND,0,3.5,P2105,150,37,39683,8,5,5.5,3.5,79PF0100,257939.5,9.54376,144,TIP,144
1979,P01,108,6,227,LA,CB,FBS,1979-10-03,,EPI,127708,IND,0,3.5,P2120,150,59,39683,148,163,7,4,79PF0100,6170706.5,364.07168,144,TIP,144
1979,P01,108,7,227,LA,CB,FBS,1979-10-03,,EPI,127708,IND,0,3.5,P2130,300,25,39683,48,69,7,3.1,79PF0100,2321455.5,58.03639,144,TIP,144
1979,P01,108,8,227,LA,CB,FBS,1979-10-03,,EPI,127708,IND,0,3.5,P2132,300,41,39683,108,121,8,3.8,79PF0100,4543703.5,186.29184,144,TIP,144
1979,P01,108,9,227,LA,CB,FBS,1979-10-03,,EPI,127708,IND,0,3.5,P2133,100,30,39683,48,36,6.5,3.3,79PF0100,1666686,50.00058,144,TIP,144
1979,P01,108,10,227,LA,CB,FBS,1979-10-03,,EPI,127708,IND,0,3.5,P2137,100,14,39683,8,16,3,3,79PF0100,476196,6.66674,144,TIP,144
1979,P01,108,11,227,LA,CB,FBS,1979-10-03,,EPI,127708,IND,0,3.5,P2141,100,33,39683,17,15,25.9,1.8,79PF0100,634928,20.95262,144,TIP,144
1979,P01,108,12,227,LA,CB,FBS,1979-10-03,,EPI,127708,IND,0,3.5,P3305,1000,2162,1000,2,4,18.3,18.3,79PF0100,3000,6.486,144,TIP,144
1979,P01,108,13,227,LA,CB,FBS,1979-10-03,,EPI,127708,IND,0,3.5,P4351,100,50,39683,5,3,4.6,4.6,79PF0100,158732,7.9366,144,TIP,144
1979,P01,108,14,227,LA,CB,FBS,1979-10-03,,EPI,127708,IND,0,3.5,P4352,300,208,39683,0,1,6.5,6.5,79PF0100,19841.5,4.12703,144,TIP,144
1979,P01,108,15,227,LA,CB,FBS,1979-10-03,,EPI,127708,IND,0,3.5,P5507,2000,2052,1000,1,0,10.8,21.6,79PF0100,500,1.026,144,TIP,144
1979,P01,108,16,227,LA,CB,FBS,1979-10-03,,EPI,127708,IND,0,3.5,P6558,1000,919,1000,260,241,21.5,11,79PF0100,250500,230.2095,144,TIP,144
1979,P01,108,17,227,LA,CB,FBS,1979-10-03,,EPI,127708,IND,0,3.5,P6568,150,51,39683,3,1,8,4.6,79PF0100,79366,4.04767,144,TIP,144
1979,P01,108,18,227,LA,CB,FBS,1979-10-03,,EPI,127708,IND,0,3.5,P7632,1500,4161,1000,12,12,19.3,18.7,79PF0100,12000,49.932,144,TIP,144
1979,P01,108,19,227,LA,CB,FBS,1979-10-03,,EPI,127708,IND,0,3.5,P7638,1000,2649,1000,69,57,20,15.7,79PF0100,63000,166.887,144,TIP,144
1979,P01,108,20,227,LA,CB,FBS,1979-10-03,,EPI,127708,IND,0,3.5,P1072,,50,39683,22,22,,,79PF0100,873026,43.6513,144,TIP,144
1988,P01,108,1,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P1052,300,300,39683,4,,,,88K5992,158732,47.6196,144,TIP,144
1988,P01,108,2,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P2100,750,1014,1000,3,,17,15,88K5992,3000,3.042,144,TIP,144
1988,P01,108,3,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P2101,550,1767,39683,1,,15,15,88K5992,39683,70.11986,144,TIP,144
1988,P01,108,4,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P2105,500,171,39683,2,,9,5.3,88K5992,79366,13.57159,144,TIP,144
1988,P01,108,5,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P2107,2500,1753,1000,20,,62,6,88K5992,20000,35.06,144,TIP,144
1988,P01,108,6,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P2121,300,84,39683,536,,10,4,88K5992,21270088,1786.68739,144,TIP,144
1988,P01,108,7,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P2126,150,76,39683,23,,6.8,4.5,88K5992,912709,69.36588,144,TIP,144
1988,P01,108,8,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P2130,150,25,39683,83,,7,3.1,88K5992,3293689,82.34223,144,TIP,144
1988,P01,108,9,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P2133,150,30,39683,83,,6.5,3.3,88K5992,3293689,98.81067,144,TIP,144
1988,P01,108,10,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P2135,500,61,39683,8,,12,3.7,88K5992,317464,19.3653,144,TIP,144
1988,P01,108,11,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P2137,50,14,39683,84,,3,3,88K5992,3333372,46.66721,144,TIP,144
1988,P01,108,12,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P2141,100,33,39683,57,,25.9,1.8,88K5992,2261931,74.64372,144,TIP,144
1988,P01,108,13,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P2193,10000,447,1000,1,,16,10,88K5992,1000,0.447,144,TIP,144
1988,P01,108,14,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P2199,150,39,39683,86,,5.9,5.8,88K5992,3412738,133.09678,144,TIP,144
1988,P01,108,15,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P4351,100,50,39683,18,,4.6,4.6,88K5992,714294,35.7147,144,TIP,144
1988,P01,108,16,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P4352,300,208,39683,3,,6.5,6.5,88K5992,119049,24.76219,144,TIP,144
1988,P01,108,17,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P4400,400,67,39683,1,,8,4,88K5992,39683,2.65876,144,TIP,144
1988,P01,108,18,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P4418,300,154,39683,1,,6.5,6.5,88K5992,39683,6.11118,144,TIP,144
1988,P01,108,19,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P5518,200,80,1000,4,,76.7,2,88K5992,4000,0.32,144,TIP,144
1988,P01,108,20,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P6558,2000,919,1000,557,,21.5,11,88K5992,557000,511.883,144,TIP,144
1988,P01,108,21,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P6559,3000,2568,1000,17,,30.5,15.5,88K5992,17000,43.656,144,TIP,144
1988,P01,108,22,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P6564,2000,1059,1000,73,,23.8,11.3,88K5992,73000,77.307,144,TIP,144
1988,P01,108,23,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P6565,2500,4109,1000,18,,42,16.5,88K5992,18000,73.962,144,TIP,144
1988,P01,108,24,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P6568,150,51,39683,29,,8,4.6,88K5992,1150807,58.69116,144,TIP,144
1988,P01,108,25,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P7632,30000,19831,1000,10,,33.5,33.5,88K5992,10000,198.31,144,TIP,144
1988,P01,108,26,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P7638,1000,2649,1000,41,,20,15.7,88K5992,41000,108.609,144,TIP,144
1988,P01,108,27,227,LA,CB,FBS,1988-10-19,,EPI,127708,IND,0,3.5,P7641,7000,8746,1000,8,,29,24,88K5992,8000,69.968,144,TIP,144
1974,P01,108,1,227,LA,CB,FBS,1974-09-10,,EPI,113775,IND,0,3,P1052,300,300,39683,69,,,,74PF0545,2738127,821.4381,144,TIP,144
