location,sublocation,station,measurement.date,rainfall,snow.water.equiv,trace,total.precip,data.set,update.date
239,AIR,MET,2/23/78,0,2,,2,M01,24/03/1994
239,AIR,MET,2/24/78,0,2,,2,M01,24/03/1994
239,AIR,MET,2/25/78,0,0,,0,M01,24/03/1994
239,AIR,MET,2/26/78,0,0,,0,M01,24/03/1994
239,AIR,MET,2/27/78,0,0,,0,M01,24/03/1994
239,AIR,MET,2/28/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/1/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/2/78,0,0,TS,0,M01,24/03/1994
239,AIR,MET,3/3/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/4/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/5/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/6/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/7/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/8/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/9/78,0,0,TS,0,M01,24/03/1994
239,AIR,MET,3/10/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/11/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/12/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/13/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/14/78,0,0.3,,0.3,M01,24/03/1994
239,AIR,MET,3/15/78,0,0.3,,0.3,M01,24/03/1994
239,AIR,MET,3/16/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/17/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/18/78,0,3.8,,3.8,M01,24/03/1994
239,AIR,MET,3/19/78,0,4.8,,4.8,M01,24/03/1994
239,AIR,MET,3/20/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/21/78,0,1.8,,1.8,M01,24/03/1994
239,AIR,MET,3/22/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/23/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/24/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/25/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/26/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/27/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/28/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/29/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/30/78,0,0,,0,M01,24/03/1994
239,AIR,MET,3/31/78,0,24.6,,24.6,M01,24/03/1994
239,AIR,MET,4/1/78,0,0,,0,M01,24/03/1994
239,AIR,MET,4/2/78,0,5.6,,5.6,M01,24/03/1994
239,AIR,MET,4/3/78,0,0,,0,M01,24/03/1994
239,AIR,MET,4/4/78,0,0,,0,M01,24/03/1994
239,AIR,MET,4/5/78,0,5.6,,5.6,M01,24/03/1994
239,AIR,MET,4/6/78,1.5,0,,1.5,M01,24/03/1994
239,AIR,MET,4/7/78,0,0,,0,M01,24/03/1994
239,AIR,MET,4/8/78,11.7,0,,11.7,M01,24/03/1994
239,AIR,MET,4/9/78,4.6,1,,5.6,M01,24/03/1994
239,AIR,MET,4/10/78,0.5,1,,1.5,M01,24/03/1994
239,AIR,MET,4/11/78,0,6.9,,6.9,M01,24/03/1994
239,AIR,MET,4/12/78,0,1.3,,1.3,M01,24/03/1994
239,AIR,MET,4/13/78,0,0,,0,M01,24/03/1994
239,AIR,MET,4/14/78,0,0,,0,M01,24/03/1994
239,AIR,MET,4/15/78,0,0,,0,M01,24/03/1994
239,AIR,MET,4/16/78,0,0,,0,M01,24/03/1994
239,AIR,MET,4/17/78,0,0,,0,M01,24/03/1994
239,AIR,MET,4/18/78,0,0,,0,M01,24/03/1994
239,AIR,MET,4/19/78,0,0,,0,M01,24/03/1994
239,AIR,MET,4/20/78,0,0,,0,M01,24/03/1994
239,AIR,MET,4/21/78,0,0,,0,M01,24/03/1994
239,AIR,MET,4/22/78,0,0,,0,M01,24/03/1994
239,AIR,MET,4/23/78,0,0,,0,M01,24/03/1994
239,AIR,MET,4/24/78,0,0,,0,M01,24/03/1994
239,AIR,MET,4/25/78,0,0,,0,M01,24/03/1994
239,AIR,MET,4/26/78,0,0,,0,M01,24/03/1994
239,AIR,MET,4/27/78,0,0,,0,M01,24/03/1994
239,AIR,MET,4/28/78,0,0,,0,M01,24/03/1994
239,AIR,MET,4/29/78,0,0,,0,M01,24/03/1994
239,AIR,MET,4/30/78,0,0,,0,M01,24/03/1994
239,AIR,MET,5/1/78,0,0,,0,M01,24/03/1994
239,AIR,MET,5/2/78,0,0,,0,M01,24/03/1994
239,AIR,MET,5/3/78,0,0,,0,M01,24/03/1994
239,AIR,MET,5/4/78,0,0,,0,M01,24/03/1994
239,AIR,MET,5/5/78,0,0,,0,M01,24/03/1994
239,AIR,MET,5/6/78,0,0,,0,M01,24/03/1994
239,AIR,MET,5/7/78,11.2,0,,11.2,M01,24/03/1994
239,AIR,MET,5/8/78,2.5,0,,2.5,M01,24/03/1994
239,AIR,MET,5/9/78,0,0,TR,0,M01,24/03/1994
239,AIR,MET,5/10/78,3,0,,3,M01,24/03/1994
239,AIR,MET,5/11/78,0.5,0,,0.5,M01,24/03/1994
239,AIR,MET,5/12/78,0,0,TR,0,M01,24/03/1994
239,AIR,MET,5/13/78,0,0,,0,M01,24/03/1994
239,AIR,MET,5/14/78,0,0,,0,M01,24/03/1994
239,AIR,MET,5/15/78,0,0,,0,M01,24/03/1994
239,AIR,MET,5/16/78,0,0,,0,M01,24/03/1994
239,AIR,MET,5/17/78,0,0,,0,M01,24/03/1994
239,AIR,MET,5/18/78,0,0,,0,M01,24/03/1994
239,AIR,MET,5/19/78,3,0,,3,M01,24/03/1994
239,AIR,MET,5/20/78,0,0,,0,M01,24/03/1994
239,AIR,MET,5/21/78,0,0,,0,M01,24/03/1994
239,AIR,MET,5/22/78,13,0,,13,M01,24/03/1994
239,AIR,MET,5/23/78,0,0,,0,M01,24/03/1994
239,AIR,MET,5/24/78,0.3,0,,0.3,M01,24/03/1994
239,AIR,MET,5/25/78,37.1,0,,37.1,M01,24/03/1994
239,AIR,MET,5/26/78,5.1,0,,5.1,M01,24/03/1994
239,AIR,MET,5/27/78,0,0,,0,M01,24/03/1994
239,AIR,MET,5/28/78,0,0,,0,M01,24/03/1994
239,AIR,MET,5/29/78,15.5,0,,15.5,M01,24/03/1994
239,AIR,MET,5/30/78,2.8,0,,2.8,M01,24/03/1994
239,AIR,MET,5/31/78,14.2,0,,14.2,M01,24/03/1994
239,AIR,MET,6/1/78,3.6,0,,3.6,M01,24/03/1994
239,AIR,MET,6/2/78,0,0,,0,M01,24/03/1994
239,AIR,MET,6/3/78,0.3,0,,0.3,M01,24/03/1994
239,AIR,MET,6/4/78,0,0,,0,M01,24/03/1994
239,AIR,MET,6/5/78,1,0,,1,M01,24/03/1994
239,AIR,MET,6/6/78,8.9,0,,8.9,M01,24/03/1994
239,AIR,MET,6/7/78,0,0,,0,M01,24/03/1994
239,AIR,MET,6/8/78,2.8,0,,2.8,M01,24/03/1994
239,AIR,MET,6/9/78,0,0,,0,M01,24/03/1994
239,AIR,MET,6/10/78,0,0,,0,M01,24/03/1994
239,AIR,MET,6/11/78,0,0,,0,M01,24/03/1994
239,AIR,MET,6/12/78,0,0,,0,M01,24/03/1994
239,AIR,MET,6/13/78,0,0,,0,M01,24/03/1994
239,AIR,MET,6/14/78,0,0,,0,M01,24/03/1994
239,AIR,MET,6/15/78,0,0,,0,M01,24/03/1994
239,AIR,MET,6/16/78,0,0,,0,M01,24/03/1994
239,AIR,MET,6/17/78,0.3,0,,0.3,M01,24/03/1994
239,AIR,MET,6/18/78,0,0,,0,M01,24/03/1994
239,AIR,MET,6/19/78,2.8,0,,2.8,M01,24/03/1994
239,AIR,MET,6/20/78,0.5,0,,0.5,M01,24/03/1994
239,AIR,MET,6/21/78,0,0,,0,M01,24/03/1994
239,AIR,MET,6/22/78,0,0,,0,M01,24/03/1994
239,AIR,MET,6/23/78,6.4,0,,6.4,M01,24/03/1994
239,AIR,MET,6/24/78,10.7,0,,10.7,M01,24/03/1994
239,AIR,MET,6/25/78,0,0,TR,0,M01,24/03/1994
239,AIR,MET,6/26/78,6.4,0,,6.4,M01,24/03/1994
239,AIR,MET,6/27/78,3.8,0,,3.8,M01,24/03/1994
239,AIR,MET,6/28/78,0,0,,0,M01,24/03/1994
239,AIR,MET,6/29/78,0,0,,0,M01,24/03/1994
239,AIR,MET,6/30/78,0,0,,0,M01,24/03/1994
239,AIR,MET,7/1/78,0,0,,0,M01,24/03/1994
239,AIR,MET,7/2/78,0,0,,0,M01,24/03/1994
239,AIR,MET,7/3/78,0,0,,0,M01,24/03/1994
239,AIR,MET,7/4/78,20.1,0,,20.1,M01,24/03/1994
239,AIR,MET,7/5/78,0,0,,0,M01,24/03/1994
239,AIR,MET,7/6/78,2.3,0,,2.3,M01,24/03/1994
239,AIR,MET,7/7/78,0,0,,0,M01,24/03/1994
239,AIR,MET,7/8/78,5.6,0,,5.6,M01,24/03/1994
239,AIR,MET,7/9/78,1.5,0,,1.5,M01,24/03/1994
239,AIR,MET,7/10/78,0,0,,0,M01,24/03/1994
239,AIR,MET,7/11/78,9.1,0,,9.1,M01,24/03/1994
239,AIR,MET,7/12/78,1.5,0,,1.5,M01,24/03/1994
239,AIR,MET,7/13/78,10.9,0,,10.9,M01,24/03/1994
239,AIR,MET,7/14/78,0,0,,0,M01,24/03/1994
239,AIR,MET,7/15/78,0.3,0,,0.3,M01,24/03/1994
239,AIR,MET,7/16/78,0,0,,0,M01,24/03/1994
239,AIR,MET,7/17/78,12.4,0,,12.4,M01,24/03/1994
239,AIR,MET,7/18/78,0,0,,0,M01,24/03/1994
239,AIR,MET,7/19/78,9.7,0,,9.7,M01,24/03/1994
239,AIR,MET,7/20/78,0,0,,0,M01,24/03/1994
239,AIR,MET,7/21/78,0,0,,0,M01,24/03/1994
239,AIR,MET,7/22/78,9.9,0,,9.9,M01,24/03/1994
239,AIR,MET,7/23/78,0,0,,0,M01,24/03/1994
239,AIR,MET,7/24/78,0,0,,0,M01,24/03/1994
239,AIR,MET,7/25/78,0,0,,0,M01,24/03/1994
239,AIR,MET,7/26/78,2,0,,2,M01,24/03/1994
239,AIR,MET,7/27/78,0.8,0,,0.8,M01,24/03/1994
239,AIR,MET,7/28/78,0.3,0,,0.3,M01,24/03/1994
239,AIR,MET,7/29/78,0,0,,0,M01,24/03/1994
239,AIR,MET,7/30/78,10.4,0,,10.4,M01,24/03/1994
239,AIR,MET,7/31/78,3,0,,3,M01,24/03/1994
239,AIR,MET,8/1/78,20.6,0,,20.6,M01,24/03/1994
239,AIR,MET,8/2/78,6.1,0,,6.1,M01,24/03/1994
239,AIR,MET,8/3/78,1.2,0,,1.2,M01,24/03/1994
239,AIR,MET,8/4/78,0,0,,0,M01,24/03/1994
239,AIR,MET,8/5/78,0,0,,0,M01,24/03/1994
239,AIR,MET,8/6/78,1,0,,1,M01,24/03/1994
239,AIR,MET,8/7/78,0,0,,0,M01,24/03/1994
239,AIR,MET,8/8/78,0.4,0,,0.4,M01,24/03/1994
239,AIR,MET,8/9/78,0,0,,0,M01,24/03/1994
239,AIR,MET,8/10/78,1.4,0,,1.4,M01,24/03/1994
239,AIR,MET,8/11/78,0,0,,0,M01,24/03/1994
239,AIR,MET,8/12/78,0.4,0,,0.4,M01,24/03/1994
239,AIR,MET,8/13/78,2.4,0,,2.4,M01,24/03/1994
239,AIR,MET,8/14/78,1.4,0,,1.4,M01,24/03/1994
239,AIR,MET,8/15/78,19,0,,19,M01,24/03/1994
239,AIR,MET,8/16/78,0,0,,0,M01,24/03/1994
239,AIR,MET,8/17/78,23,0,,23,M01,24/03/1994
239,AIR,MET,8/18/78,0.6,0,,0.6,M01,24/03/1994
239,AIR,MET,8/19/78,0,0,,0,M01,24/03/1994
239,AIR,MET,8/20/78,0,0,,0,M01,24/03/1994
239,AIR,MET,8/21/78,0,0,,0,M01,24/03/1994
239,AIR,MET,8/22/78,1,0,,1,M01,24/03/1994
239,AIR,MET,8/23/78,1.3,0,,1.3,M01,24/03/1994
239,AIR,MET,8/24/78,0.2,0,,0.2,M01,24/03/1994
239,AIR,MET,8/25/78,0,0,TR,0,M01,24/03/1994
239,AIR,MET,8/26/78,0,0,,0,M01,24/03/1994
239,AIR,MET,8/27/78,12.5,0,,12.5,M01,24/03/1994
239,AIR,MET,8/28/78,0.3,0,,0.3,M01,24/03/1994
239,AIR,MET,8/29/78,0.4,0,,0.4,M01,24/03/1994
239,AIR,MET,8/30/78,0,0,,0,M01,24/03/1994
239,AIR,MET,8/31/78,7.4,0,,7.4,M01,24/03/1994
239,AIR,MET,9/1/78,1.2,0,,1.2,M01,24/03/1994
239,AIR,MET,9/2/78,0.4,0,,0.4,M01,24/03/1994
239,AIR,MET,9/3/78,0.1,0,TR,0.1,M01,24/03/1994
239,AIR,MET,9/4/78,0,0,,0,M01,24/03/1994
239,AIR,MET,9/5/78,0.2,0,,0.2,M01,24/03/1994
239,AIR,MET,9/6/78,0,0,,0,M01,24/03/1994
239,AIR,MET,9/7/78,0,0,,0,M01,24/03/1994
239,AIR,MET,9/8/78,0,0,,0,M01,24/03/1994
239,AIR,MET,9/9/78,0,0,,0,M01,24/03/1994
239,AIR,MET,9/10/78,0,0,,0,M01,24/03/1994
239,AIR,MET,9/11/78,0,0,,0,M01,24/03/1994
239,AIR,MET,9/12/78,11.8,0,,11.8,M01,24/03/1994
239,AIR,MET,9/13/78,25,0,,25,M01,24/03/1994
239,AIR,MET,9/14/78,4.8,0,,4.8,M01,24/03/1994
239,AIR,MET,9/15/78,1.6,0,,1.6,M01,24/03/1994
239,AIR,MET,9/16/78,3.9,0,,3.9,M01,24/03/1994
239,AIR,MET,9/17/78,0,0,,0,M01,24/03/1994
239,AIR,MET,9/18/78,0,0,,0,M01,24/03/1994
239,AIR,MET,9/19/78,1,0,,1,M01,24/03/1994
239,AIR,MET,9/20/78,0,0,TR,0,M01,24/03/1994
239,AIR,MET,9/21/78,0,0,,0,M01,24/03/1994
239,AIR,MET,9/22/78,0,0,,0,M01,24/03/1994
239,AIR,MET,9/23/78,0,0,,0,M01,24/03/1994
239,AIR,MET,9/24/78,0,0,,0,M01,24/03/1994
239,AIR,MET,9/25/78,0,0,,0,M01,24/03/1994
239,AIR,MET,9/26/78,0.4,0,,0.4,M01,24/03/1994
239,AIR,MET,9/27/78,0.7,0,,0.7,M01,24/03/1994
239,AIR,MET,9/28/78,15,0,,15,M01,24/03/1994
239,AIR,MET,9/29/78,0.2,0,,0.2,M01,24/03/1994
239,AIR,MET,9/30/78,0.2,0,,0.2,M01,24/03/1994
239,AIR,MET,10/1/78,0,0,,0,M01,24/03/1994
239,AIR,MET,10/2/78,0,0,,0,M01,24/03/1994
239,AIR,MET,10/3/78,1.2,0,,1.2,M01,24/03/1994
239,AIR,MET,10/4/78,2.5,0,,2.5,M01,24/03/1994
239,AIR,MET,10/5/78,1.2,0,,1.2,M01,24/03/1994
239,AIR,MET,10/6/78,0.2,0,,0.2,M01,24/03/1994
239,AIR,MET,10/7/78,0,0,,0,M01,24/03/1994
239,AIR,MET,10/8/78,0,0,,0,M01,24/03/1994
239,AIR,MET,10/9/78,0,0,,0,M01,24/03/1994
239,AIR,MET,10/10/78,0,0,,0,M01,24/03/1994
239,AIR,MET,10/11/78,2.8,0,,2.8,M01,24/03/1994
239,AIR,MET,10/12/78,0.2,0,,0.2,M01,24/03/1994
239,AIR,MET,10/13/78,0,0,,0,M01,24/03/1994
239,AIR,MET,10/14/78,8.8,0,,8.8,M01,24/03/1994
239,AIR,MET,10/15/78,1.2,0,,1.2,M01,24/03/1994
239,AIR,MET,10/16/78,0.2,0,,0.2,M01,24/03/1994
239,AIR,MET,10/17/78,0,0,,0,M01,24/03/1994
239,AIR,MET,10/18/78,0,0,,0,M01,24/03/1994
239,AIR,MET,10/19/78,0,0,,0,M01,24/03/1994
239,AIR,MET,10/20/78,0,0,,0,M01,24/03/1994
239,AIR,MET,10/21/78,0,1.7,,1.7,M01,24/03/1994
239,AIR,MET,10/22/78,0,0.6,,0.6,M01,24/03/1994
239,AIR,MET,10/23/78,0,0,,0,M01,24/03/1994
239,AIR,MET,10/24/78,1,0,,1,M01,24/03/1994
239,AIR,MET,10/25/78,0.2,0,,0.2,M01,24/03/1994
239,AIR,MET,10/26/78,1.2,0,,1.2,M01,24/03/1994
239,AIR,MET,10/27/78,0,0,,0,M01,24/03/1994
239,AIR,MET,10/28/78,0,0,,0,M01,24/03/1994
239,AIR,MET,10/29/78,0,0,,0,M01,24/03/1994
239,AIR,MET,10/30/78,0,0,,0,M01,24/03/1994
239,AIR,MET,10/31/78,0,0,,0,M01,24/03/1994
239,AIR,MET,11/1/78,0,0,TR,0,M01,24/03/1994
239,AIR,MET,11/2/78,0,0,,0,M01,24/03/1994
239,AIR,MET,11/3/78,0.4,0,,0.4,M01,24/03/1994
239,AIR,MET,11/4/78,0.8,0,,0.8,M01,24/03/1994
239,AIR,MET,11/5/78,0,0,TR,0,M01,24/03/1994
239,AIR,MET,11/6/78,0,0,,0,M01,24/03/1994
239,AIR,MET,11/7/78,0,0,,0,M01,24/03/1994
239,AIR,MET,11/8/78,0,0,,0,M01,24/03/1994
239,AIR,MET,11/9/78,0,0,,0,M01,24/03/1994
239,AIR,MET,11/10/78,0,0,,0,M01,24/03/1994
239,AIR,MET,11/11/78,0,0,TS,0,M01,24/03/1994
239,AIR,MET,11/12/78,0,12.5,,12.5,M01,24/03/1994
239,AIR,MET,11/13/78,0,9.7,,9.7,M01,24/03/1994
239,AIR,MET,11/14/78,0,0,TS,0,M01,24/03/1994
239,AIR,MET,11/15/78,0,0,TS,0,M01,24/03/1994
239,AIR,MET,11/16/78,0,0,,0,M01,24/03/1994
239,AIR,MET,11/17/78,0,0,TS,0,M01,24/03/1994
239,AIR,MET,11/18/78,0,4.1,,4.1,M01,24/03/1994
239,AIR,MET,11/19/78,0,0.8,,0.8,M01,24/03/1994
239,AIR,MET,11/20/78,0,0,,0,M01,24/03/1994
239,AIR,MET,11/21/78,0,0,,0,M01,24/03/1994
239,AIR,MET,11/22/78,0,3,,3,M01,24/03/1994
239,AIR,MET,11/23/78,0,1,,1,M01,24/03/1994
239,AIR,MET,11/24/78,0,0.8,,0.8,M01,24/03/1994
239,AIR,MET,11/25/78,0,0,,0,M01,24/03/1994
239,AIR,MET,11/26/78,0,9.2,,9.2,M01,24/03/1994
239,AIR,MET,11/27/78,0,1.6,,1.6,M01,24/03/1994
239,AIR,MET,11/28/78,0,6.4,,6.4,M01,24/03/1994
239,AIR,MET,11/29/78,0,0,,0,M01,24/03/1994
239,AIR,MET,11/30/78,0,0,,0,M01,24/03/1994
239,AIR,MET,12/1/78,0,0,,0,M01,24/03/1994
239,AIR,MET,12/2/78,0,0,,0,M01,24/03/1994
239,AIR,MET,12/3/78,0,1.6,,1.6,M01,24/03/1994
239,AIR,MET,12/4/78,0,3.2,,3.2,M01,24/03/1994
239,AIR,MET,12/5/78,0,0,TS,0,M01,24/03/1994
239,AIR,MET,12/6/78,0,0,,0,M01,24/03/1994
239,AIR,MET,12/7/78,0,0,,0,M01,24/03/1994
239,AIR,MET,12/8/78,0,0,,0,M01,24/03/1994
239,AIR,MET,12/9/78,0,0,,0,M01,24/03/1994
239,AIR,MET,12/10/78,0,0,,0,M01,24/03/1994
239,AIR,MET,12/11/78,0,0.2,,0.2,M01,24/03/1994
239,AIR,MET,12/12/78,0,1.4,,1.4,M01,24/03/1994
239,AIR,MET,12/13/78,0,0.4,,0.4,M01,24/03/1994
239,AIR,MET,12/14/78,0,0.2,,0.2,M01,24/03/1994
239,AIR,MET,12/15/78,0,0,,0,M01,24/03/1994
239,AIR,MET,12/16/78,0,0,TS,0,M01,24/03/1994
239,AIR,MET,12/17/78,0,0,,0,M01,24/03/1994
239,AIR,MET,12/18/78,0,0,,0,M01,24/03/1994
239,AIR,MET,12/19/78,0.8,6,,6.8,M01,24/03/1994
239,AIR,MET,12/20/78,0,0.2,,0.2,M01,24/03/1994
239,AIR,MET,12/21/78,0,5.6,,5.6,M01,24/03/1994
239,AIR,MET,12/22/78,0,0,,0,M01,24/03/1994
239,AIR,MET,12/23/78,0,0,,0,M01,24/03/1994
239,AIR,MET,12/24/78,0,0,,0,M01,24/03/1994
239,AIR,MET,12/25/78,0,1.4,,1.4,M01,24/03/1994
239,AIR,MET,12/26/78,0,0,,0,M01,24/03/1994
239,AIR,MET,12/27/78,0,0,,0,M01,24/03/1994
239,AIR,MET,12/28/78,0,8.4,,8.4,M01,24/03/1994
239,AIR,MET,12/29/78,0,1.2,,1.2,M01,24/03/1994
239,AIR,MET,12/30/78,0,0,,0,M01,24/03/1994
239,AIR,MET,12/31/78,0,0,,0,M01,24/03/1994
239,AIR,MET,1/1/79,0,0,,0,M01,24/03/1994
239,AIR,MET,1/2/79,0,0,TS,0,M01,24/03/1994
239,AIR,MET,1/3/79,0,0,,0,M01,24/03/1994
239,AIR,MET,1/4/79,0,0,,0,M01,24/03/1994
239,AIR,MET,1/5/79,0,1.4,,1.4,M01,24/03/1994
239,AIR,MET,1/6/79,0,0,,0,M01,24/03/1994
239,AIR,MET,1/7/79,0,1.4,,1.4,M01,24/03/1994
239,AIR,MET,1/8/79,0,1,,1,M01,24/03/1994
239,AIR,MET,1/9/79,0,0.4,,0.4,M01,24/03/1994
239,AIR,MET,1/10/79,0,0,,0,M01,24/03/1994
239,AIR,MET,1/11/79,0,0,,0,M01,24/03/1994
239,AIR,MET,1/12/79,0,0,,0,M01,24/03/1994
239,AIR,MET,1/13/79,0,0,,0,M01,24/03/1994
239,AIR,MET,1/14/79,0,0,,0,M01,24/03/1994
239,AIR,MET,1/15/79,0,0,,0,M01,24/03/1994
239,AIR,MET,1/16/79,0,1.8,,1.8,M01,24/03/1994
239,AIR,MET,1/17/79,0,0,,0,M01,24/03/1994
239,AIR,MET,1/18/79,0,0.6,,0.6,M01,24/03/1994
239,AIR,MET,1/19/79,0,0,TS,0,M01,24/03/1994
239,AIR,MET,1/20/79,0,2.2,,2.2,M01,24/03/1994
239,AIR,MET,1/21/79,0,0,,0,M01,24/03/1994
239,AIR,MET,1/22/79,0,0,,0,M01,24/03/1994
239,AIR,MET,1/23/79,0,0,,0,M01,24/03/1994
239,AIR,MET,1/24/79,0,0,,0,M01,24/03/1994
239,AIR,MET,1/25/79,0,0,,0,M01,24/03/1994
239,AIR,MET,1/26/79,0,0,,0,M01,24/03/1994
239,AIR,MET,1/27/79,0,0.4,,0.4,M01,24/03/1994
239,AIR,MET,1/28/79,0,0.2,,0.2,M01,24/03/1994
239,AIR,MET,1/29/79,0,0.2,,0.2,M01,24/03/1994
239,AIR,MET,1/30/79,0,0.4,,0.4,M01,24/03/1994
239,AIR,MET,1/31/79,0,0.2,,0.2,M01,24/03/1994
239,AIR,MET,2/1/79,0,0,,0,M01,24/03/1994
239,AIR,MET,2/2/79,0,0,,0,M01,24/03/1994
239,AIR,MET,2/3/79,0,1.5,,1.5,M01,24/03/1994
239,AIR,MET,2/4/79,0,1.8,,1.8,M01,24/03/1994
239,AIR,MET,2/5/79,0,2.8,,2.8,M01,24/03/1994
239,AIR,MET,2/6/79,0,1.4,,1.4,M01,24/03/1994
239,AIR,MET,2/7/79,0,0,,0,M01,24/03/1994
239,AIR,MET,2/8/79,0,0.2,,0.2,M01,24/03/1994
239,AIR,MET,2/9/79,0,0,,0,M01,24/03/1994
239,AIR,MET,2/10/79,0,0.8,,0.8,M01,24/03/1994
239,AIR,MET,2/11/79,0,0,,0,M01,24/03/1994
239,AIR,MET,2/12/79,0,0.8,,0.8,M01,24/03/1994
239,AIR,MET,2/13/79,0,2.8,,2.8,M01,24/03/1994
239,AIR,MET,2/14/79,0,0.1,,0.1,M01,24/03/1994
239,AIR,MET,2/15/79,0,0.1,,0.1,M01,24/03/1994
239,AIR,MET,2/16/79,0,0,,0,M01,24/03/1994
239,AIR,MET,2/17/79,0,0,,0,M01,24/03/1994
239,AIR,MET,2/18/79,0,0,,0,M01,24/03/1994
239,AIR,MET,2/19/79,0,0,,0,M01,24/03/1994
239,AIR,MET,2/20/79,0,1,,1,M01,24/03/1994
239,AIR,MET,2/21/79,0,1,,1,M01,24/03/1994
239,AIR,MET,2/22/79,0,12.8,,12.8,M01,24/03/1994
239,AIR,MET,2/23/79,0,1.2,,1.2,M01,24/03/1994
239,AIR,MET,2/24/79,0,0,,0,M01,24/03/1994
239,AIR,MET,2/25/79,0,0,,0,M01,24/03/1994
239,AIR,MET,2/26/79,0,0,,0,M01,24/03/1994
239,AIR,MET,2/27/79,0,0,,0,M01,24/03/1994
239,AIR,MET,2/28/79,0,2.4,,2.4,M01,24/03/1994
239,AIR,MET,3/1/79,0,2.8,,2.8,M01,24/03/1994
239,AIR,MET,3/2/79,0,5.2,,5.2,M01,24/03/1994
239,AIR,MET,3/3/79,0,0,,0,M01,24/03/1994
239,AIR,MET,3/4/79,0,0,,0,M01,24/03/1994
239,AIR,MET,3/5/79,0,0,,0,M01,24/03/1994
239,AIR,MET,3/6/79,0,0,,0,M01,24/03/1994
239,AIR,MET,3/7/79,0,0,,0,M01,24/03/1994
239,AIR,MET,3/8/79,0,2,,2,M01,24/03/1994
239,AIR,MET,3/9/79,0,0.6,,0.6,M01,24/03/1994
239,AIR,MET,3/10/79,0,1.8,,1.8,M01,24/03/1994
239,AIR,MET,3/11/79,0,0,,0,M01,24/03/1994
239,AIR,MET,3/12/79,0,9.4,,9.4,M01,24/03/1994
239,AIR,MET,3/13/79,0,1,,1,M01,24/03/1994
239,AIR,MET,3/14/79,0,0,,0,M01,24/03/1994
239,AIR,MET,3/15/79,0,0,,0,M01,24/03/1994
239,AIR,MET,3/16/79,0,0,,0,M01,24/03/1994
239,AIR,MET,3/17/79,0,0,TR,0,M01,24/03/1994
239,AIR,MET,3/18/79,5.4,0,,5.4,M01,24/03/1994
239,AIR,MET,3/19/79,5.3,0,,5.3,M01,24/03/1994
239,AIR,MET,3/20/79,1.2,0,TS,1.2,M01,24/03/1994
239,AIR,MET,3/21/79,0,0.8,,0.8,M01,24/03/1994
239,AIR,MET,3/22/79,0,0,,0,M01,24/03/1994
239,AIR,MET,3/23/79,0,0,,0,M01,24/03/1994
239,AIR,MET,3/24/79,0,0,,0,M01,24/03/1994
239,AIR,MET,3/25/79,0,0,,0,M01,24/03/1994
239,AIR,MET,3/26/79,0,0,,0,M01,24/03/1994
239,AIR,MET,3/27/79,0,6,,6,M01,24/03/1994
239,AIR,MET,3/28/79,0,6.2,,6.2,M01,24/03/1994
239,AIR,MET,3/29/79,0,3.4,,3.4,M01,24/03/1994
239,AIR,MET,3/30/79,0,0,,0,M01,24/03/1994
239,AIR,MET,3/31/79,0,0,,0,M01,24/03/1994
239,AIR,MET,4/1/79,0,0,,0,M01,24/03/1994
239,AIR,MET,4/2/79,0,0,,0,M01,24/03/1994
239,AIR,MET,4/3/79,0,0,,0,M01,24/03/1994
239,AIR,MET,4/4/79,0,1.4,,1.4,M01,24/03/1994
239,AIR,MET,4/5/79,0,0,,0,M01,24/03/1994
239,AIR,MET,4/6/79,0,0,,0,M01,24/03/1994
239,AIR,MET,4/7/79,0,3.6,,3.6,M01,24/03/1994
239,AIR,MET,4/8/79,0,0,TS,0,M01,24/03/1994
239,AIR,MET,4/9/79,0,0,,0,M01,24/03/1994
239,AIR,MET,4/10/79,0,0,,0,M01,24/03/1994
239,AIR,MET,4/11/79,0,0.8,,0.8,M01,24/03/1994
239,AIR,MET,4/12/79,0,0,TS,0,M01,24/03/1994
239,AIR,MET,4/13/79,1.8,0,,1.8,M01,24/03/1994
239,AIR,MET,4/14/79,0,0,,0,M01,24/03/1994
