Year,Month,Day,TotalRadiaton,AirTemp,Humidity,AirPressure,WindSpeed,Precipitation
1984,3,13,18.47,-9.5,68,967,0.5,0.6
1984,3,14,22.51,-5.5,59,968,2.1,7
1984,3,15,20.64,-16.25,68,966,4.6,0
1984,3,16,21.10,-19.5,71,966,3.1,0
1984,3,17,16.81,-10,88,967,2.9,0
1984,3,18,20.67,-5.5,85,968,1.3,0
1984,3,19,22.07,-1.5,87,969,0.8,0
1984,3,20,25.93,0.25,82,969,2.6,0
1984,3,21,25.53,-0.5,66,969,5.1,0
1984,3,22,22.67,-1,60,969,3.8,0
1984,3,23,17.97,-2.25,67,969,2.4,0.6
1984,3,24,22.00,1.5,76,969,1.2,0
1984,3,25,27.68,2,78,969,2.2,0
1984,3,26,27.25,3.5,76,969,2.8,0
1984,3,27,25.31,2.75,77,969,2.2,0
1984,3,28,25.00,-0.5,79,969,2.9,0
1984,3,29,20.92,-2.5,81,968,2.6,0
1984,3,30,18.46,-1,88,969,2,0
1984,3,31,20.27,1.25,90,969,1.3,0
1984,4,1,22.16,3,64,969,1.7,0
1984,4,2,19.99,2,83,969,1.8,0
1984,4,3,26.05,3.25,59,969,0.9,0
1984,4,4,31.85,6.5,72,970,1.4,0
1984,4,5,30.08,7.5,76,970,1.8,0
1984,4,6,26.33,6.25,84,970,2.1,0
1984,4,7,24.05,6,88,970,3.8,0
1984,4,8,27.18,6.75,90,970,3.4,0
1984,4,9,22.53,9,93,970,3.8,0
1984,4,10,26.31,8.75,83,970,4.1,1.1
1984,4,11,23.19,8,49,970,3.8,0
1984,4,12,24.62,10.25,88,970,4.8,0
1984,4,13,28.72,11.5,85,971,5.4,0
1984,4,14,26.42,9.75,94,970,3.7,0
1984,4,15,25.10,8.25,93,970,4.2,0
1984,4,16,26.29,6.25,93,970,4.2,0
1984,4,17,27.05,5.75,88,970,3.6,0
1984,4,18,45.31,9,93,970,2.9,0
1984,4,19,42.75,12,87,971,2.1,0
1984,4,20,46.42,13,93,971,2.2,0
1984,4,21,47.04,10.25,91,970,2,0
1984,4,22,46.49,10.25,87,970,1.4,0
1984,4,23,23.69,10.25,88,970,2.4,0
1984,4,24,38.08,13.75,94,971,2.9,1.6
1984,4,25,29.64,8.25,91,970,2.6,0
1984,4,26,10.38,8,94,970,4.8,8.8
1984,4,27,11.24,9,91,970,5.2,10.6
1984,4,28,14.28,-1.75,97,969,5.2,5
1984,4,29,34.52,0.5,95,969,4.1,0
1984,4,30,12.33,-1.5,70,969,5.2,0
1984,5,1,20.94,1,64,969,2.8,0
1984,5,2,42.66,3.5,92,969,1.8,0
1984,5,3,43.04,6.25,86,970,1.4,0
1984,5,4,26.48,8.25,83,970,2.1,0
1984,5,5,42.50,7.75,87,970,2.8,0
1984,5,6,18.69,9,82,970,2.1,12.5
1984,5,7,10.38,2.5,93,969,3.7,3.8
1984,5,8,14.97,1.75,93,969,6.1,0.6
1984,5,9,35.53,7,97,970,1.8,1.2
1984,5,10,23.52,8.75,97,970,2.5,4.8
1984,5,11,14.52,5.75,97,970,3.4,5.4
1984,5,12,37.04,6.75,97,970,1,0
1984,5,13,41.82,9.5,95,970,2.8,0
1984,5,14,44.01,10,94,970,2.5,0
1984,5,15,43.78,11.5,92,971,3.1,0
1984,5,16,14.08,12.5,90,971,4.9,0.4
1984,5,17,34.46,17.25,93,971,5.6,0
1984,5,18,32.27,14,95,971,4.9,1.6
1984,5,19,13.30,9.75,92,970,2.3,0.8
1984,5,20,17.08,10.25,93,970,3,5.2
1984,5,21,21.90,14,89,971,3.6,0.4
1984,5,22,36.91,11.75,85,971,3.6,0.4
1984,5,23,43.65,10.25,85,970,3.2,2.4
1984,5,24,29.18,10.25,85,970,4.4,0
1984,5,25,25.31,5.5,85,970,3.6,0
1984,5,26,31.00,8,86,970,2.9,0
1984,5,27,44.48,8.25,88,970,2.7,0
1984,5,28,31.05,12.5,85,971,1.5,0
1984,5,29,43.64,16,85,971,1.8,0
1984,5,30,31.28,17,87,971,4.1,0
1984,5,31,32.17,21.5,89,972,3.6,0.2
1984,6,1,37.76,17.75,85,972,3.1,0
1984,6,2,38.97,16.5,85,971,4,0
1984,6,3,43.14,17,85,971,3.2,0
1984,6,4,15.44,14.75,52,971,3,24.4
1984,6,5,23.08,15.75,85,971,3.1,0.8
1984,6,6,6.20,15.75,86,971,4.4,16
1984,6,7,41.95,20,65,972,3.6,7.4
1984,6,8,11.69,15,82,971,4.8,14.2
1984,6,9,13.62,9.5,94,970,4.2,1.4
1984,6,10,47.24,11,90,971,3.9,0
1984,6,11,45.62,13.5,87,971,3.4,4.4
1984,6,12,15.50,13.25,90,971,2.6,11.2
1984,6,13,28.12,14,93,971,2.9,0
1984,6,14,44.44,14.5,94,971,1.6,0
1984,6,15,18.31,15.5,93,971,3.1,2.7
1984,6,16,42.87,20.75,90,972,3.3,0
1984,6,17,16.92,19.5,92,972,2.3,1.8
1984,6,18,41.14,18.25,93,972,3.8,0
1984,6,19,38.51,17,93,971,1,0
1984,6,20,49.13,17.5,93,972,2.2,0
1984,6,21,23.52,20,93,972,3.2,12.2
1984,6,22,25.61,20.25,95,972,2.9,0.2
1984,6,23,27.31,16,94,971,4.4,1.6
1984,6,24,40.07,15.5,97,971,3.5,0
1984,6,25,40.85,18.5,97,972,3.8,0
1984,6,26,9.77,19.75,88,972,3.3,19
1984,6,27,46.41,17.25,95,971,3.6,0
1984,6,28,49.80,16.75,93,971,2.4,0
1984,6,29,49.63,19.25,93,972,1.6,0
1984,6,30,48.21,20.5,95,972,3.4,0
1984,7,1,32.58,19.5,95,972,2.2,0.2
1984,7,2,30.35,20.5,93,972,2.9,8.4
1984,7,3,46.77,20.5,88,972,3.5,0
1984,7,4,35.22,17,90,971,2.8,4.8
1984,7,5,21.83,13.5,75,971,3.7,0.4
1984,7,6,41.59,13.5,93,971,2.9,0
1984,7,7,46.63,17,93,971,2.4,0.4
1984,7,8,45.50,19.75,86,972,3.5,0.2
1984,7,9,42.02,22.5,92,972,3.1,0
1984,7,10,40.67,21,96,972,1.8,0.2
1984,7,11,41.65,22,87,972,2.8,0.4
1984,7,12,31.49,20.75,90,972,2.1,10.6
1984,7,13,45.57,21,94,972,2.4,10.6
1984,7,14,44.78,21.5,90,972,3.9,0.2
1984,7,15,24.96,17.75,94,972,4,0
1984,7,16,26.39,17.5,93,972,2.8,7.3
1984,7,17,42.47,16.75,92,971,3.6,0
1984,7,18,46.30,19.25,92,972,4.1,0.4
1984,7,19,47.28,19.5,86,972,2.7,0
1984,7,20,44.92,20,90,972,NA,4.8
1984,7,21,29.24,22,93,972,3.6,0
1984,7,22,29.47,24.75,95,973,3.2,2.2
1984,7,23,47.99,19.75,97,972,3.1,0
1984,7,24,43.37,19,90,972,1.5,0
1984,7,25,34.21,20.75,87,972,1.9,0.2
1984,7,26,35.12,18.75,83,972,2.3,0
1984,7,27,46.50,18.5,93,972,1.5,0
1984,7,28,42.03,21.25,95,972,2.4,0
1984,7,29,35.30,22.5,95,972,3,3.8
1984,7,30,14.51,20.75,89,972,3.3,8.6
1984,7,31,33.05,23,92,972,2.1,0
1984,8,1,45.30,22,93,972,2.3,0
1984,8,2,42.25,23.5,90,972,1.1,0
1984,8,3,46.40,24,90,972,1.4,0
1984,8,4,44.74,24.25,91,972,1.5,0
1984,8,5,44.31,24.75,95,973,1.6,0
1984,8,6,44.83,25.75,95,973,1.9,0
1984,8,7,32.47,24.75,93,973,1.5,0
1984,8,8,42.37,24.5,92,972,2.8,3.7
1984,8,9,38.35,19.5,94,972,3.5,0
1984,8,10,29.28,16.75,93,971,2.7,0
1984,8,11,38.20,18.75,96,972,3,0
1984,8,12,43.94,20.25,93,972,2.7,0
1984,8,13,43.03,24.75,94,973,3.7,6.5
1984,8,14,26.98,25.25,91,973,5,1.4
1984,8,15,28.09,19.25,86,972,2.9,0
1984,8,16,37.56,17.5,90,972,2.8,0
1984,8,17,42.58,21.25,94,972,3,0
1984,8,18,42.78,20.75,87,972,2.3,0
1984,8,19,39.57,23.5,74,972,3.1,0
1984,8,20,9.35,20.25,85,972,3.9,14.2
1984,8,21,37.25,18.75,83,972,4.2,0.7
1984,8,22,33.92,13,85,971,3.4,0
1984,8,23,41.29,15.25,63,971,1.9,0
1984,8,24,39.78,19,61,972,4.5,0
1984,8,25,37.40,22.25,58,972,4.1,0
1984,8,26,30.15,24.25,70,972,4.6,0
1984,8,27,41.28,26.75,84,973,3.1,0
1984,8,28,32.42,27,79,973,3.3,0
1984,8,29,35.05,18.25,65,972,3.9,0
1984,8,30,28.57,15.75,57,971,4.3,0
1984,8,31,32.12,13.25,60,971,2.8,0
1984,9,1,23.14,12,68,971,2.9,0
1984,9,2,15.66,13,81,971,1.6,0
1984,9,3,28.55,14.5,77,971,1.7,1.6
1984,9,4,30.84,12,34,971,2.2,1.6
1984,9,5,37.40,12.75,59,971,2,0
1984,9,6,37.59,15.75,58,971,5.3,0.2
1984,9,7,5.82,14.5,67,971,3.4,20.2
1984,9,8,15.37,11,71,971,3,7.2
1984,9,9,19.13,11,64,971,2.2,3
1984,9,10,10.08,9.5,57,970,1.5,8.2
1984,9,11,18.83,9.5,62,970,1.3,0.4
1984,9,12,5.58,10.75,59,971,3.3,4
1984,9,13,19.56,9.75,89,970,3.3,0.8
1984,9,14,28.30,8.5,83,970,2.6,0
1984,9,15,24.70,9.5,70,970,2.8,0
1984,9,16,37.25,11.75,59,971,3.7,0
1984,9,17,33.89,15.75,62,971,4.3,0
1984,9,18,34.70,17.75,82,972,3.3,0
1984,9,19,31.12,17.5,69,972,3,0
1984,9,20,28.75,12.25,67,971,2.6,3.4
1984,9,21,11.38,13.25,78,971,5,0.4
1984,9,22,30.34,14.75,78,971,6.2,0.2
1984,9,23,12.81,4,86,970,4.4,1.4
1984,9,24,7.35,1.25,90,969,5.2,8.7
1984,9,25,16.68,1,80,969,3.2,0.6
1984,9,26,15.17,2.5,67,969,2.5,2.4
1984,9,27,20.39,3,60,969,2.2,1.4
1984,9,28,30.72,5.5,60,970,2.9,0
1984,9,29,33.18,7.25,65,970,2.9,0
1984,9,30,32.18,7.5,68,970,1.7,0
1984,10,1,33.19,9,61,970,3.9,0
1984,10,2,17.87,12.25,34,971,4.3,0
1984,10,3,25.41,7.75,34,970,2.1,0
1984,10,4,8.56,4.25,51,970,4.6,0
1984,10,5,27.04,8.75,30,970,3.9,0
1984,10,6,12.06,13.75,50,971,2.1,0
1984,10,7,19.34,15.25,46,971,2,0
1984,10,8,15.46,11,54,971,1.3,0.2
1984,10,9,28.07,13.25,46,971,2.2,0
1984,10,10,13.76,13.75,70,971,2.3,0
1984,10,11,7.41,14.25,72,971,4.9,0
1984,10,12,16.20,16,50,971,4.6,0
1984,10,13,7.09,15.5,61,971,3.5,23.6
1984,10,14,4.58,12.5,83,971,1.9,13
1984,10,15,6.84,13.75,68,971,6.3,3.6
1984,10,16,9.57,6.75,40,970,5.6,41.8
1984,10,17,6.59,3.25,36,969,4.8,0.6
1984,10,18,4.63,5,44,970,3.8,17
1984,10,19,3.13,2.25,42,969,7.5,13
1984,10,20,6.89,1.75,38,969,2,4
1984,10,21,8.94,3.5,38,969,0.3,4.4
1984,10,22,10.28,2.5,39,969,2.1,0.8
1984,10,23,5.58,1.5,46,969,3.8,0
1984,10,24,7.45,1.5,53,969,3.9,1.5
1984,10,25,4.28,1.5,71,969,3.7,0
1984,10,26,13.59,4.5,89,970,4.9,0
1984,10,27,6.41,7.25,63,970,3.6,5.6
1984,10,28,10.69,-4,72,968,3.8,0.4
1984,10,29,9.16,-3,72,968,3.6,0
1984,10,30,22.37,-6.75,62,968,3.2,0
1984,10,31,5.55,-4.75,58,968,3.5,12.4
1984,11,1,13.31,-14,58,967,5.9,3
1984,11,2,12.47,-9.25,41,967,3.6,0
1984,11,3,11.34,-4,50,968,3.6,0
1984,11,4,4.95,-2.75,55,968,3.3,0.8
1984,11,5,13.51,-7.25,54,968,2.2,0.4
1984,11,6,19.77,-4.5,54,968,1.6,0
1984,11,7,10.18,0.25,51,969,2.5,3.4
1984,11,8,9.98,1.5,52,969,3.3,0
1984,11,9,10.04,-2.5,52,968,2.6,0
1984,11,10,10.94,-6.5,39,968,2.8,0
1984,11,11,11.15,-4.25,51,968,2.9,0
1984,11,12,9.53,-0.75,49,969,2.3,0
1984,11,13,10.11,2.5,53,969,2.9,0
1984,11,14,9.62,2.75,51,969,2.7,0
1984,11,15,8.65,-3.5,47,968,4.3,0
1984,11,16,8.72,-12.5,83,967,3.7,0
1984,11,17,8.23,-14,63,967,2.1,0
1984,11,18,8.73,-12.5,55,967,2.1,0
1984,11,19,9.49,-11.75,58,967,1.6,0
1984,11,20,8.69,-9.75,55,967,2.5,0
1984,11,21,8.08,-3.75,51,968,4.2,3
1984,11,22,6.60,-0.25,83,969,2.5,0
1984,11,23,6.93,1.75,77,969,4.7,0
1984,11,24,6.18,2.5,62,969,3.7,0
1984,11,25,8.10,6.5,85,970,2.8,0
1984,11,26,7.80,3.5,73,969,1.8,7.6
1984,11,27,7.98,1.5,72,969,2.2,4.8
1984,11,28,5.94,-3.25,79,968,3.4,0
1984,11,29,5.99,-5,86,968,2.9,0
1984,11,30,7.06,-9.25,54,967,2.6,0
1984,12,1,8.88,-12,53,967,1.2,0
1984,12,2,6.20,-9.5,46,967,1.5,0.4
1984,12,3,7.14,-14,40,967,2.7,0
1984,12,4,8.26,-13.5,44,967,4,1.4
1984,12,5,9.16,-17.75,42,966,4.6,0
1984,12,6,6.21,-16.25,45,966,3.9,0
1984,12,7,8.31,-5.75,44,968,4,0
1984,12,8,7.69,-1.25,49,969,2.2,0
1984,12,9,8.81,0.5,51,969,2.3,0
1984,12,10,9.76,-1.5,52,969,4.2,0
1984,12,11,7.92,-2,53,969,3.7,2.4
1984,12,12,7.31,-22.75,73,965,2.2,0
1984,12,13,7.04,-18,50,966,1.9,0
1984,12,14,8.10,-10.25,48,967,3.1,0
1984,12,15,8.11,-3.75,61,968,4.6,19.2
1984,12,16,8.21,-8.25,78,968,4.8,10.4
1984,12,17,8.95,-21,58,965,2.5,3.2
1984,12,18,8.59,-25.75,50,964,2.8,2.1
1984,12,19,6.32,-20.5,52,965,3.6,1.2
1984,12,20,7.40,-14.25,47,967,2.6,0.2
1984,12,21,6.84,-11,53,967,5,1.8
1984,12,22,8.69,-28.25,76,964,2.8,0
1984,12,23,7.63,-29.75,60,964,2.8,0
1984,12,24,7.55,-29.75,58,964,3.7,0
1984,12,25,9.13,-27.25,58,964,2.6,0
1984,12,26,9.05,-24,88,965,2.3,0.9
1984,12,27,9.33,-16,63,966,1,0.2
1984,12,28,10.04,-15,67,966,4.6,8.7
1984,12,29,9.76,-23,73,965,2.4,0.4
1984,12,30,10.06,-28,88,964,2.2,0
1984,12,31,9.11,-28.5,64,964,0.6,0.4
1985,1,1,9.35,-22.75,62,965,0.8,0
1985,1,2,12.74,-22.25,76,965,3.1,0
1985,1,3,11.25,-12,69,967,3.7,0
1985,1,4,12.88,-3.75,80,968,3.2,0
1985,1,5,12.54,-3,58,968,2.7,0
1985,1,6,10.71,-11,62,967,3.9,8.2
1985,1,7,9.81,-14.75,56,966,3.6,0
1985,1,8,11.99,-21.75,82,965,1.8,0
1985,1,9,11.46,-23,66,965,0.6,0
1985,1,10,10.80,-20.75,84,965,1.4,1.4
1985,1,11,10.19,-16,65,966,3.6,0
1985,1,12,13.03,-13.25,64,967,2.8,2
1985,1,13,14.70,-8,81,968,4.1,2.6
1985,1,14,11.94,-23,78,965,3.2,0
1985,1,15,12.74,-20,76,965,1,0
1985,1,16,14.31,-15.75,70,966,0.6,2
1985,1,17,13.79,-14.25,90,967,1.8,0
1985,1,18,13.67,-31,64,963,2.4,0
1985,1,19,15.00,-35.25,75,962,3.1,0
1985,1,20,12.97,-21,61,965,4.4,1.2
1985,1,21,10.10,-12.75,65,967,5.1,0
1985,1,22,12.19,-10.5,84,967,3.8,0.2
1985,1,23,9.99,-10.25,70,967,1.6,0.6
1985,1,24,11.03,-16.25,57,966,4.5,0
1985,1,25,12.37,-21.5,58,965,2.8,0
1985,1,26,12.51,-17.5,73,966,2.6,4.2
1985,1,27,12.12,-15.5,69,966,2.4,0
1985,1,28,13.27,-20,78,965,1.8,1
1985,1,29,14.25,-12.75,58,967,2.8,1.4
1985,1,30,13.01,-30.25,66,964,2.6,0
1985,1,31,16.64,-32.5,79,963,1.9,0
1985,2,1,17.59,-34,62,963,NA,0
1985,2,2,16.32,-29.25,63,964,NA,0
1985,2,3,17.99,-29.25,73,964,NA,0
1985,2,4,15.34,-27.75,79,964,NA,0
1985,2,5,16.88,-22.5,70,965,NA,1.2
1985,2,6,16.36,-18,82,966,NA,0
1985,2,7,15.25,-21,82,965,NA,0
1985,2,8,18.36,-20.25,85,965,NA,0.6
1985,2,9,18.14,-15,83,966,NA,6
1985,2,10,19.93,-11.5,59,967,NA,0
1985,2,11,18.44,-18.75,65,966,NA,0
1985,2,12,22.93,-18,87,966,NA,0
1985,2,13,18.69,-15.5,73,966,NA,1
1985,2,14,18.31,-18,84,966,NA,0
1985,2,15,15.30,-21.5,86,965,NA,2.4
1985,2,16,24.25,-14.25,74,967,NA,0.8
1985,2,17,14.75,-15.25,77,966,NA,0
1985,2,18,19.45,-16.25,85,966,NA,0
1985,2,19,19.77,-12.75,91,967,NA,0
1985,2,20,15.29,-3.5,85,968,3.8,0
1985,2,21,22.02,-4.25,69,968,2.1,0
1985,2,22,18.80,-5,59,968,1.6,0.3
1985,2,23,18.17,-3.25,85,968,2.3,0
1985,2,24,21.36,-2.25,84,969,2.9,0
1985,2,25,26.36,-0.75,81,969,NA,8.6
1985,2,26,24.40,-15.25,93,966,NA,0
1985,2,27,23.37,-10.5,90,967,4,0
1985,2,28,25.04,1.75,66,969,5.1,0
1985,3,1,26.70,-7.25,77,968,3.8,0
1985,3,2,22.77,-12.5,75,967,2.2,0
1985,3,3,20.79,-12.75,70,967,4.8,0
1985,3,4,23.68,-9.75,70,967,7.9,0
1985,3,5,21.66,-8.25,63,968,2.5,0
1985,3,6,15.26,-9,67,967,4.9,5.4
1985,3,7,24.36,-3.5,85,968,3.5,0
1985,3,8,17.39,-5,77,968,3.4,0
1985,3,9,12.77,-1.25,75,969,3.2,0
1985,3,10,16.23,0.25,76,969,2.9,0
1985,3,11,20.23,-1,61,969,2.4,0
1985,3,12,23.85,-4.5,57,968,4,2.6
1985,3,13,15.59,0.75,55,969,3.9,0
1985,3,14,18.47,-10.5,65,967,2,0
1985,3,15,22.51,-6,40,968,2.2,0.1
1985,3,16,20.64,0,63,969,3.8,0
1985,3,17,21.10,-2.5,73,968,2.2,0
1985,3,18,16.81,3.25,76,969,3.8,0
1985,3,19,20.67,-0.25,90,969,4.1,0
1985,3,20,22.07,-7,87,968,2.9,0
1985,3,21,25.93,2.5,43,969,3.9,0
1985,3,22,25.53,2.5,71,969,3.7,0
1985,3,23,22.67,4,62,970,4.2,0
1985,3,24,17.97,0.25,62,969,3.1,0
1985,3,25,22.00,2,68,969,5.8,0
1985,3,26,27.68,2.25,60,969,2.6,4.8
1985,3,27,27.25,-0.25,70,969,3.8,0
1985,3,28,25.31,-4.5,64,968,5.9,0.6
1985,3,29,25.00,-4,63,968,3.8,0
1985,3,30,20.92,-2,70,969,2.1,0
1985,3,31,18.46,-1.25,87,969,3.8,0
1985,4,1,20.27,1.75,87,969,2.7,0.4
1985,4,2,22.16,4,87,970,4.1,1.2
1985,4,3,19.99,-1.5,82,969,3.7,0
1985,4,4,26.05,-2.5,90,968,2,0
1985,4,5,31.85,-1,85,969,2.4,0
1985,4,6,30.08,-0.5,82,969,3.7,0.4
1985,4,7,26.33,-4,81,968,4.7,0
1985,4,8,24.05,-6,95,968,3.2,0
1985,4,9,27.18,-2.75,94,968,4.7,0
1985,4,10,22.53,4.25,92,970,3.7,0
1985,4,11,26.31,3.5,91,969,2.9,0
1985,4,12,23.19,3.75,86,969,4.7,0
1985,4,13,24.62,4.75,88,970,3.6,0
1985,4,14,28.72,7,93,970,3.7,0
1985,4,15,26.42,9.75,89,970,3.9,0
1985,4,16,25.10,0.5,84,969,2.3,0
1985,4,17,26.29,5.75,87,970,3.5,0
1985,4,18,27.05,10.5,69,971,1.7,0
1985,4,19,27.90,15.25,72,971,3.3,0
1985,4,20,28.72,14.5,72,971,4.2,0
1985,4,21,29.62,13.25,89,971,2.9,68
1985,4,22,29.25,10,93,970,2.8,16
1985,4,23,29.08,5,90,970,5.8,2.9
1985,4,24,23.69,2.25,84,969,5.4,13.8
1985,4,25,28.16,-0.5,86,969,3.4,3.4
1985,4,26,27.69,1.75,88,969,3,0
1985,4,27,26.93,4.5,69,970,3,0
1985,4,28,28.97,14,72,971,4.1,0
1985,4,29,27.51,18.5,89,972,4.9,2.4
1985,4,30,24.01,9.5,88,970,3.9,0
1985,5,1,27.20,10.5,67,971,2.4,0
1985,5,2,29.48,12.75,58,971,3.3,0
1985,5,3,31.52,13.75,91,971,3.6,17.6
1985,5,4,28.50,10.75,82,971,4.4,4.8
1985,5,5,26.48,13,76,971,2.6,15.4
1985,5,6,29.72,11,86,971,2.5,0.4
1985,5,7,26.36,13,73,971,2.4,0
1985,5,8,38.93,15.25,93,971,4.5,1.2
1985,5,9,36.55,18,93,972,2.9,0
1985,5,10,32.14,17,92,971,4,20.2
1985,5,11,5.29,12.5,93,971,3.4,5.9
1985,5,12,25.09,13.5,95,971,2.9,22.6
1985,5,13,44.14,10.5,96,971,3.2,0
1985,5,14,13.19,12,92,971,2.3,0.8
1985,5,15,6.53,9.75,86,970,5.8,25
1985,5,16,39.91,11.5,82,971,4.6,0
1985,5,17,38.00,16.5,83,971,4.4,0
1985,5,18,44.50,14.5,88,971,4.1,3.6
1985,5,19,24.08,10,74,970,4.6,0.6
1985,5,20,37.02,6.25,49,970,3.2,0
1985,5,21,44.57,10.5,42,971,2.6,0
1985,5,22,45.32,16,59,971,2.5,0
1985,5,23,44.18,17.75,71,972,2.5,0
1985,5,24,46.34,15.5,88,971,3.2,0.2
1985,5,25,23.29,11.75,77,971,2.1,0.2
1985,5,26,38.33,13.75,83,971,2.5,0
1985,5,27,44.95,11.25,85,971,2,0
1985,5,28,44.39,13.25,86,971,1.8,0.1
1985,5,29,6.44,13.5,86,971,3.4,17.6
1985,5,30,13.08,12.5,87,971,1.9,0
1985,5,31,25.50,12.5,93,971,3.4,5.4
1985,6,1,35.95,7.25,89,970,5,0.2
1985,6,2,33.52,7,88,970,3.1,0
1985,6,3,47.62,10,91,970,1.5,0
1985,6,4,17.79,10.5,62,971,2.9,1
1985,6,5,43.90,11.5,70,971,2.3,0
1985,6,6,10.84,12.5,62,971,4.5,3.4
1985,6,7,39.05,18.25,90,972,3.9,0
1985,6,8,23.61,18,59,972,4.7,4.7
1985,6,9,25.66,13,69,971,5.6,0
1985,6,10,44.70,9.25,94,970,2.3,0
1985,6,11,40.09,11.5,90,971,3.5,0
1985,6,12,30.86,13.75,71,971,2.9,4.6
1985,6,13,41.09,12.5,89,971,NA,0
1985,6,14,45.77,17.25,89,971,1.8,3.8
1985,6,15,7.05,13.75,86,971,1.9,4.2
1985,6,16,15.30,14.25,68,971,3,22
1985,6,17,32.47,12.5,63,971,2.8,3.6
1985,6,18,38.18,13.75,55,971,5,0
1985,6,19,39.78,15.25,91,971,2.6,0
1985,6,20,40.62,16.25,93,971,3.1,0
1985,6,21,19.92,18.75,94,972,2.9,45
1985,6,22,12.55,9.25,93,970,5.7,2
1985,6,23,32.98,11.25,94,971,4.5,0
1985,6,24,36.67,12.75,75,971,2.5,6.2
1985,6,25,14.42,14.5,66,971,5.3,5.3
1985,6,26,10.72,13,60,971,2.5,0.5
1985,6,27,8.20,12,73,971,6.2,17.2
1985,6,28,15.09,12.25,94,971,2.3,1
1985,6,29,18.57,14.25,94,971,2.1,0
1985,6,30,47.02,18,93,972,2.2,0.8
1985,7,1,36.78,19,94,972,2.7,0
1985,7,2,42.96,19,89,972,3.2,0
1985,7,3,30.13,19.5,69,972,2.6,0.6
1985,7,4,41.55,19,73,972,3,0.4
1985,7,5,40.88,21.75,64,972,2.7,0
1985,7,6,38.36,21.5,71,972,2.9,0
1985,7,7,44.25,22.25,75,972,2.8,0.2
1985,7,8,42.41,21,82,972,3,1.2
1985,7,9,46.75,17.75,60,972,3.9,0.2
1985,7,10,41.82,15.75,72,971,3.2,0
1985,7,11,33.13,16,82,971,3.1,0
1985,7,12,18.82,20.75,55,972,2.2,3
1985,7,13,28.26,20.5,50,972,2.5,0.8
1985,7,14,33.01,16.75,67,971,2.9,0.6
1985,7,15,33.51,16.5,67,971,3.4,0
1985,7,16,42.70,18,50,972,2.9,0
1985,7,17,33.83,20.75,64,972,1.3,6.2
1985,7,18,33.45,19.25,43,972,1.8,15.8
1985,7,19,46.52,18.75,76,972,3.2,0
1985,7,20,40.13,16.5,91,971,2.7,0
1985,7,21,46.46,14.75,94,971,4,0
1985,7,22,29.62,15.25,83,971,2.1,6
1985,7,23,18.22,19,82,972,4.6,6.3
1985,7,24,44.38,17.5,56,972,3.3,0
1985,7,25,38.74,16.5,57,971,2.4,0
1985,7,26,41.12,16.5,57,971,2.3,0
1985,7,27,29.54,18.25,69,972,3.2,0
1985,7,28,28.74,16.75,65,971,3.4,0
1985,7,29,39.43,16.75,55,971,2.1,0
1985,7,30,32.19,18,51,972,1.9,0
1985,7,31,41.14,19.25,55,972,1.2,0
1985,8,1,44.05,20.25,62,972,1.9,0
1985,8,2,34.99,21.25,73,972,3.4,0
1985,8,3,17.98,21.25,66,972,3,12.8
1985,8,4,9.95,18.5,91,972,3.2,1.2
1985,8,5,19.08,20,86,972,1.6,0
1985,8,6,37.52,21,94,972,2.9,1.6
1985,8,7,40.84,19,91,972,3,0
1985,8,8,42.68,20,68,972,3.8,0
1985,8,9,25.12,17.25,58,971,4.6,1.6
1985,8,10,46.33,13.25,59,971,3.4,0
1985,8,11,25.13,16.25,51,971,2,1.6
1985,8,12,4.45,14.25,51,971,4.7,35.6
1985,8,13,10.21,12,41,971,6.3,10.6
1985,8,14,16.68,11.5,80,971,4.7,1.4
1985,8,15,39.27,13.25,92,971,2.2,0
1985,8,16,40.47,14.75,73,971,3,42.4
1985,8,17,14.07,16,70,971,3.9,2.9
1985,8,18,14.69,10,84,970,4.3,1.7
1985,8,19,20.69,10.75,62,971,3,0
1985,8,20,25.56,12,74,971,1.3,0
1985,8,21,32.28,14,95,971,2.1,0
1985,8,22,6.91,13.75,94,971,2.5,10.2
1985,8,23,7.02,13.75,95,971,2.8,0.4
1985,8,24,40.25,16.25,89,971,2.4,0
1985,8,25,38.38,18.25,85,972,1.6,0
1985,8,26,23.53,16.75,86,971,3.7,0.4
1985,8,27,37.43,15.75,84,971,2.6,0
1985,8,28,35.46,12.75,79,971,1.7,0
1985,8,29,41.04,14,74,971,2.1,0
1985,8,30,37.16,16,81,971,2.8,0
1985,8,31,4.49,15.5,90,971,5.1,5.4
1985,9,1,35.59,12.5,77,971,2.8,0
1985,9,2,7.06,10.5,81,971,2.7,16.4
1985,9,3,11.20,12,66,971,1.5,5.4
1985,9,4,19.59,14.75,64,971,3.2,1.6
1985,9,5,35.69,14.75,66,971,3.6,0.8
1985,9,6,38.83,15.5,80,971,3.6,0
1985,9,7,36.75,11.5,59,971,3.5,0
1985,9,8,32.89,12,62,971,4.1,0
1985,9,9,26.49,9,67,970,3.7,0
1985,9,10,37.86,10.5,49,971,2.4,0
1985,9,11,39.56,10.25,63,970,1.1,0
1985,9,12,37.74,12,58,971,NA,0
1985,9,13,31.02,11.5,86,971,3.8,0
1985,9,14,8.05,12.5,78,971,3.3,0.2
1985,9,15,10.25,13.75,69,971,5,0
1985,9,16,7.81,15.5,45,971,4.5,3.4
